,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state,time
16844,-32.5,121.936,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.1,44.7,N,Western Australia,2020-01
16845,-32.502,121.925,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,304.8,60.3,N,Western Australia,2020-01
16846,-32.503,121.914,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,306.1,87.5,N,Western Australia,2020-01
16847,-32.505,121.903,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,99,6.0NRT,298.7,16.0,N,Western Australia,2020-01
16848,-32.279,123.442,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,71,6.0NRT,297.4,14.9,N,Western Australia,2020-01
16849,-32.281,123.431,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,92,6.0NRT,297.6,16.7,N,Western Australia,2020-01
16850,-32.283,123.42,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,91,6.0NRT,297.1,10.5,N,Western Australia,2020-01
16851,-32.284,123.41,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,90,6.0NRT,297.0,10.7,N,Western Australia,2020-01
16852,-32.286,123.399,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,85,6.0NRT,296.6,9.2,N,Western Australia,2020-01
16853,-32.488,121.956,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,98,6.0NRT,297.9,16.4,N,Western Australia,2020-01
16854,-32.49,121.945,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,301.3,42.6,N,Western Australia,2020-01
16855,-32.491,121.934,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.3,46.8,N,Western Australia,2020-01
16856,-32.493,121.923,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,303.6,61.6,N,Western Australia,2020-01
16857,-32.494,121.912,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.7,66.9,N,Western Australia,2020-01
16858,-32.27,123.44,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,92,6.0NRT,296.8,11.6,N,Western Australia,2020-01
16859,-32.272,123.429,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,39,6.0NRT,296.6,9.4,N,Western Australia,2020-01
16860,-32.47,122.019,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,88,6.0NRT,296.3,10.3,N,Western Australia,2020-01
16861,-32.481,121.943,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.7,44.9,N,Western Australia,2020-01
16862,-32.482,121.932,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.7,42.0,N,Western Australia,2020-01
16863,-32.484,121.921,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,91,6.0NRT,297.7,11.6,N,Western Australia,2020-01
16864,-32.469,121.963,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,298.6,22.9,N,Western Australia,2020-01
16865,-32.47,121.952,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,297.5,19.0,N,Western Australia,2020-01
16866,-32.454,122.005,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,81,6.0NRT,296.6,8.1,N,Western Australia,2020-01
16867,-32.593,120.93,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,14,6.0NRT,291.7,6.0,N,Western Australia,2020-01
16868,-32.584,120.928,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,74,6.0NRT,291.9,8.9,N,Western Australia,2020-01
16869,-32.454,121.377,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,44,6.0NRT,294.0,10.8,N,Western Australia,2020-01
16870,-32.456,121.366,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,64,6.0NRT,294.2,14.2,N,Western Australia,2020-01
16871,-32.408,121.317,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,76,6.0NRT,294.9,18.5,N,Western Australia,2020-01
16872,-32.233,121.399,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,79,6.0NRT,294.8,8.7,N,Western Australia,2020-01
16873,-32.235,121.388,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,85,6.0NRT,295.2,11.4,N,Western Australia,2020-01
16874,-32.236,121.376,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,44,6.0NRT,295.6,13.8,N,Western Australia,2020-01
16875,-32.238,121.365,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,98,6.0NRT,296.3,16.1,N,Western Australia,2020-01
16876,-32.239,121.354,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,19,6.0NRT,295.1,7.5,N,Western Australia,2020-01
16877,-32.229,121.364,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,297.0,28.0,N,Western Australia,2020-01
16878,-32.23,121.352,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,61,6.0NRT,295.9,15.9,N,Western Australia,2020-01
16879,-32.221,121.351,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,296.2,17.7,N,Western Australia,2020-01
16880,-32.222,121.34,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,56,6.0NRT,295.2,10.6,N,Western Australia,2020-01
16881,-32.211,121.349,low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,76,6.0NRT,294.8,7.7,N,Western Australia,2020-01
16882,-31.984,122.293,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,70,6.0NRT,298.2,5.4,N,Western Australia,2020-01
16883,-32.007,121.649,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.0,18.3,N,Western Australia,2020-01
16884,-32.009,121.639,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.0,20.5,N,Western Australia,2020-01
16885,-32.01,121.628,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,95,6.0NRT,297.8,13.6,N,Western Australia,2020-01
16886,-32.038,121.35,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,66,6.0NRT,296.1,5.6,N,Western Australia,2020-01
16887,-32.001,121.559,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,86,6.0NRT,296.9,10.2,N,Western Australia,2020-01
16888,-32.009,121.493,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,62,6.0NRT,296.1,5.3,N,Western Australia,2020-01
16889,-32.028,121.349,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,73,6.0NRT,296.2,7.0,N,Western Australia,2020-01
16890,-31.973,121.486,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,72,6.0NRT,296.6,6.5,N,Western Australia,2020-01
16891,-31.977,121.453,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,85,6.0NRT,297.0,10.0,N,Western Australia,2020-01
16892,-31.959,121.398,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,298.6,18.5,N,Western Australia,2020-01
16893,-31.96,121.387,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,298.1,16.7,N,Western Australia,2020-01
16894,-31.949,121.397,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,82,6.0NRT,297.4,8.4,N,Western Australia,2020-01
16895,-31.951,121.385,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,94,6.0NRT,297.8,12.9,N,Western Australia,2020-01
16896,-31.888,121.644,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,36,6.0NRT,298.8,9.5,N,Western Australia,2020-01
16897,-31.893,121.611,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,25,6.0NRT,297.9,9.0,N,Western Australia,2020-01
16898,-31.894,121.6,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,66,6.0NRT,298.0,11.2,N,Western Australia,2020-01
16899,-31.906,121.513,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,95,6.0NRT,298.8,12.7,N,Western Australia,2020-01
16900,-31.883,121.609,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,93,6.0NRT,299.4,16.6,N,Western Australia,2020-01
16901,-31.885,121.598,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,64,6.0NRT,299.4,13.9,N,Western Australia,2020-01
16902,-31.886,121.588,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,298.9,15.2,N,Western Australia,2020-01
16903,-31.888,121.577,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,27,6.0NRT,298.0,8.3,N,Western Australia,2020-01
16904,-31.876,121.597,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,71,6.0NRT,299.1,12.6,N,Western Australia,2020-01
16905,-31.877,121.586,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,49,6.0NRT,298.5,9.3,N,Western Australia,2020-01
16906,-31.879,121.575,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,93,6.0NRT,299.1,15.8,N,Western Australia,2020-01
16907,-31.88,121.564,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,99,6.0NRT,298.7,15.3,N,Western Australia,2020-01
16908,-31.868,121.584,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,61,6.0NRT,298.7,9.7,N,Western Australia,2020-01
16909,-31.87,121.573,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.3,15.3,N,Western Australia,2020-01
16910,-31.871,121.562,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.2,16.1,N,Western Australia,2020-01
16911,-31.872,121.551,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.3,17.6,N,Western Australia,2020-01
16912,-31.874,121.54,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,42,6.0NRT,297.9,7.0,N,Western Australia,2020-01
16913,-31.859,121.582,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,86,6.0NRT,299.2,10.6,N,Western Australia,2020-01
16914,-31.86,121.572,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,64,6.0NRT,299.1,9.3,N,Western Australia,2020-01
16915,-31.862,121.561,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,97,6.0NRT,299.4,13.0,N,Western Australia,2020-01
16916,-31.863,121.55,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.4,20.6,N,Western Australia,2020-01
16917,-31.865,121.539,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.5,20.8,N,Western Australia,2020-01
16918,-31.866,121.528,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.6,26.8,N,Western Australia,2020-01
16919,-31.853,121.575,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,89,6.0NRT,299.2,10.8,N,Western Australia,2020-01
16920,-31.854,121.564,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,90,6.0NRT,299.2,10.9,N,Western Australia,2020-01
16921,-31.856,121.553,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.2,17.0,N,Western Australia,2020-01
16922,-31.857,121.542,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.2,16.6,N,Western Australia,2020-01
16923,-31.859,121.531,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,301.8,28.9,N,Western Australia,2020-01
16924,-31.86,121.52,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.2,31.5,N,Western Australia,2020-01
16925,-31.861,121.509,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.2,17.6,N,Western Australia,2020-01
16926,-31.845,121.562,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,78,6.0NRT,299.0,7.1,N,Western Australia,2020-01
16927,-31.846,121.552,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.5,16.7,N,Western Australia,2020-01
16928,-31.848,121.541,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,89,6.0NRT,299.7,10.4,N,Western Australia,2020-01
16929,-31.849,121.53,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,301.5,31.1,N,Western Australia,2020-01
16930,-31.851,121.519,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,304.5,73.8,N,Western Australia,2020-01
16931,-31.852,121.508,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.6,45.4,N,Western Australia,2020-01
16932,-31.854,121.497,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,10,6.0NRT,298.9,6.4,N,Western Australia,2020-01
16933,-31.839,121.539,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,89,6.0NRT,299.5,10.0,N,Western Australia,2020-01
16934,-31.84,121.528,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,47,6.0NRT,299.7,9.1,N,Western Australia,2020-01
16935,-31.842,121.517,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.6,16.5,N,Western Australia,2020-01
16936,-31.843,121.506,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.7,18.9,N,Western Australia,2020-01
16937,-31.832,121.515,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,98,6.0NRT,300.2,12.4,N,Western Australia,2020-01
16938,-31.835,121.493,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,89,6.0NRT,301.4,15.6,N,Western Australia,2020-01
16939,-31.837,121.482,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,304.1,49.1,N,Western Australia,2020-01
16940,-31.838,121.471,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,32,6.0NRT,298.7,5.3,N,Western Australia,2020-01
16941,-31.823,121.514,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,22,6.0NRT,299.3,5.3,N,Western Australia,2020-01
16942,-31.825,121.503,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.7,16.2,N,Western Australia,2020-01
16943,-31.826,121.492,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,303.8,45.2,N,Western Australia,2020-01
16944,-31.828,121.481,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,305.2,58.9,N,Western Australia,2020-01
16945,-31.829,121.47,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.9,23.6,N,Western Australia,2020-01
16946,-31.816,121.501,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,70,6.0NRT,299.5,7.3,N,Western Australia,2020-01
16947,-31.818,121.479,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,84,6.0NRT,300.1,8.3,N,Western Australia,2020-01
16948,-31.639,119.759,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,78,6.0NRT,295.4,9.5,N,Western Australia,2020-01
16949,-31.64,119.746,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,74,6.0NRT,295.5,12.6,N,Western Australia,2020-01
16950,-31.643,119.721,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,296.4,22.2,N,Western Australia,2020-01
16951,-31.645,119.708,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,95,6.0NRT,295.7,17.1,N,Western Australia,2020-01
16952,-31.629,119.757,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,66,6.0NRT,295.2,10.4,N,Western Australia,2020-01
16953,-31.63,119.745,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,89,6.0NRT,295.4,16.3,N,Western Australia,2020-01
16954,-31.635,119.707,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,53,6.0NRT,294.8,6.4,N,Western Australia,2020-01
16955,-31.628,119.751,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,94,6.0NRT,295.6,17.5,N,Western Australia,2020-01
16956,-31.63,119.739,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,65,6.0NRT,294.8,6.7,N,Western Australia,2020-01
16957,-31.633,119.713,low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001435,T,46,6.0NRT,294.7,5.6,N,Western Australia,2020-01
16958,-30.935,123.626,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,91,6.0NRT,298.8,10.5,N,Western Australia,2020-01
16959,-30.937,123.615,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,45,6.0NRT,298.2,6.8,N,Western Australia,2020-01
16960,-30.943,123.572,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,61,6.0NRT,298.6,10.1,N,Western Australia,2020-01
16961,-30.921,123.656,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,67,6.0NRT,297.8,6.0,N,Western Australia,2020-01
16962,-30.926,123.624,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.3,20.9,N,Western Australia,2020-01
16963,-30.932,123.581,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,35,6.0NRT,299.0,9.0,N,Western Australia,2020-01
16964,-30.934,123.571,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,50,6.0NRT,299.0,10.2,N,Western Australia,2020-01
16965,-30.918,123.627,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,71,6.0NRT,298.2,7.2,N,Western Australia,2020-01
16966,-30.919,123.617,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,77,6.0NRT,298.2,8.4,N,Western Australia,2020-01
16967,-30.931,123.542,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,13,6.0NRT,298.7,5.5,N,Western Australia,2020-01
16968,-30.891,123.743,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,57,6.0NRT,298.3,5.6,N,Western Australia,2020-01
16969,-30.887,123.709,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,72,6.0NRT,298.6,6.2,N,Western Australia,2020-01
16970,-31.257,121.087,moderate,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,63,6.0NRT,300.5,9.5,N,Western Australia,2020-01
16971,-31.246,121.096,moderate,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,71,6.0NRT,300.7,11.9,N,Western Australia,2020-01
16972,-30.893,123.48,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,301.2,36.3,N,Western Australia,2020-01
16973,-30.895,123.469,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.7,28.7,N,Western Australia,2020-01
16974,-31.225,121.115,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,48,6.0NRT,299.5,8.4,N,Western Australia,2020-01
16975,-30.881,123.499,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,84,6.0NRT,299.2,8.8,N,Western Australia,2020-01
16976,-30.883,123.488,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.1,14.9,N,Western Australia,2020-01
16977,-30.884,123.478,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.0,14.5,N,Western Australia,2020-01
16978,-30.886,123.467,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.0,15.2,N,Western Australia,2020-01
16979,-30.862,123.44,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,27,6.0NRT,298.8,5.2,N,Western Australia,2020-01
16980,-30.856,123.422,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,58,6.0NRT,298.4,5.6,N,Western Australia,2020-01
16981,-30.852,123.388,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,81,6.0NRT,298.6,8.4,N,Western Australia,2020-01
16982,-31.173,121.099,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,74,6.0NRT,300.5,6.6,N,Western Australia,2020-01
16983,-30.828,123.362,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.8,22.6,N,Western Australia,2020-01
16984,-30.83,123.351,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.8,55.8,N,Western Australia,2020-01
16985,-30.831,123.34,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,302.0,36.0,N,Western Australia,2020-01
16986,-30.821,123.349,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.8,19.5,N,Western Australia,2020-01
16987,-30.822,123.339,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,304.9,92.3,N,Western Australia,2020-01
16988,-30.824,123.328,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,301.5,44.6,N,Western Australia,2020-01
16989,-30.795,123.333,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,50,6.0NRT,298.5,7.1,N,Western Australia,2020-01
16990,-30.786,123.331,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,68,6.0NRT,298.6,7.3,N,Western Australia,2020-01
16991,-30.791,123.3,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,84,6.0NRT,299.4,11.2,N,Western Australia,2020-01
16992,-30.792,123.289,moderate,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,300.2,15.9,N,Western Australia,2020-01
16993,-30.794,123.279,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,81,6.0NRT,299.3,8.3,N,Western Australia,2020-01
16994,-30.784,123.292,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,61,6.0NRT,299.2,9.2,N,Western Australia,2020-01
16995,-30.785,123.282,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,299.6,16.3,N,Western Australia,2020-01
16996,-30.776,123.28,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,52,6.0NRT,299.3,7.6,N,Western Australia,2020-01
16997,-30.741,123.327,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,96,6.0NRT,299.7,13.8,N,Western Australia,2020-01
16998,-30.751,123.264,low,1.0,1.0,2020-01-01,1970-01-01 00:00:00.000001435,T,63,6.0NRT,299.1,6.1,N,Western Australia,2020-01
16999,-27.995,131.484,low,3.1,1.7,2020-01-01,1970-01-01 00:00:00.000001435,T,69,6.0NRT,295.0,32.2,N,South Australia,2020-01
17000,-28.002,131.453,low,3.1,1.7,2020-01-01,1970-01-01 00:00:00.000001435,T,100,6.0NRT,296.4,106.1,N,South Australia,2020-01
17001,-27.998,131.48,low,3.1,1.7,2020-01-01,1970-01-01 00:00:00.000001435,T,83,6.0NRT,295.3,51.2,N,South Australia,2020-01
17002,-28.005,131.448,low,3.1,1.7,2020-01-01,1970-01-01 00:00:00.000001435,T,92,6.0NRT,296.0,68.2,N,South Australia,2020-01
17003,-28.474,128.476,low,1.9,1.4,2020-01-01,1970-01-01 00:00:00.000001435,T,57,6.0NRT,296.9,21.1,N,Western Australia,2020-01
17004,-28.478,128.456,low,1.9,1.4,2020-01-01,1970-01-01 00:00:00.000001435,T,10,6.0NRT,297.1,16.7,N,Western Australia,2020-01
17005,-28.442,128.447,low,1.9,1.4,2020-01-01,1970-01-01 00:00:00.000001435,T,39,6.0NRT,297.6,17.5,N,Western Australia,2020-01
17006,-27.879,128.411,low,2.0,1.4,2020-01-01,1970-01-01 00:00:00.000001435,T,67,6.0NRT,297.6,15.5,N,Western Australia,2020-01
17007,-27.849,128.419,low,2.0,1.4,2020-01-01,1970-01-01 00:00:00.000001435,T,80,6.0NRT,298.6,21.3,N,Western Australia,2020-01
17008,-22.798,122.613,moderate,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001440,T,87,6.0NRT,301.6,10.4,N,Western Australia,2020-01
17009,-22.442,117.723,very low,1.2,1.1,2020-01-01,1970-01-01 00:00:00.000001440,T,42,6.0NRT,282.0,7.0,N,Western Australia,2020-01
17010,-21.218,118.678,very low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001440,T,97,6.0NRT,288.8,15.6,N,Western Australia,2020-01
17011,-21.219,118.668,very low,1.1,1.0,2020-01-01,1970-01-01 00:00:00.000001440,T,61,6.0NRT,287.7,6.5,N,Western Australia,2020-01
17013,-29.441,152.576,very low,2.4,1.5,2020-01-01,1970-01-01 00:00:00.000001435,A,10,6.0NRT,289.7,20.0,N,New South Wales,2020-01
17014,-29.318,152.022,very low,2.6,1.6,2020-01-01,1970-01-01 00:00:00.000001435,A,44,6.0NRT,289.2,21.5,N,New South Wales,2020-01
17015,-29.454,152.59,very low,2.4,1.5,2020-01-01,1970-01-01 00:00:00.000001435,A,69,6.0NRT,289.9,24.4,N,New South Wales,2020-01
17016,-31.422,152.08,low,2.3,1.5,2020-01-01,1970-01-01 00:00:00.000001435,A,51,6.0NRT,291.4,13.6,N,New South Wales,2020-01
17017,-31.589,152.115,low,2.3,1.5,2020-01-01,1970-01-01 00:00:00.000001435,A,38,6.0NRT,290.7,19.5,N,New South Wales,2020-01
17018,-31.597,152.089,very low,2.3,1.5,2020-01-01,1970-01-01 00:00:00.000001435,A,24,6.0NRT,289.8,15.1,N,New South Wales,2020-01
17019,-32.697,150.087,very low,2.9,1.6,2020-01-01,1970-01-01 00:00:00.000001435,A,74,6.0NRT,288.2,41.7,N,New South Wales,2020-01
17020,-32.704,150.116,very low,2.9,1.6,2020-01-01,1970-01-01 00:00:00.000001435,A,90,6.0NRT,288.7,65.8,N,New South Wales,2020-01
17021,-32.718,150.114,very low,2.9,1.6,2020-01-01,1970-01-01 00:00:00.000001435,A,11,6.0NRT,287.2,23.5,N,New South Wales,2020-01
