,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state,time
7277,-36.043,149.92,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,307.6,129.6,N,New South Wales,2019-12
7278,-36.045,149.905,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,305.3,77.2,N,New South Wales,2019-12
7279,-36.094,149.633,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,70,6.0NRT,297.8,8.6,N,New South Wales,2019-12
7280,-36.096,149.618,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,304.9,142.2,N,New South Wales,2019-12
7281,-36.099,149.603,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,309.2,168.3,N,New South Wales,2019-12
7282,-36.102,149.587,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,304.7,166.7,N,New South Wales,2019-12
7283,-36.104,149.573,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,296.3,36.4,N,New South Wales,2019-12
7284,-36.114,149.517,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,46,6.0NRT,294.3,16.3,N,New South Wales,2019-12
7285,-36.116,149.503,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,78,6.0NRT,294.3,14.4,N,New South Wales,2019-12
7286,-36.119,149.489,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,25,6.0NRT,293.2,8.0,N,New South Wales,2019-12
7287,-36.121,149.475,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,296.9,49.8,N,New South Wales,2019-12
7288,-36.124,149.461,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,297.7,52.6,N,New South Wales,2019-12
7289,-36.126,149.448,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,293.5,26.0,N,New South Wales,2019-12
7290,-36.033,149.916,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,315.3,698.9,N,New South Wales,2019-12
7291,-36.035,149.901,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,319.3,744.7,N,New South Wales,2019-12
7292,-36.038,149.888,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,309.5,160.7,N,New South Wales,2019-12
7293,-36.04,149.873,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,305.0,77.8,N,New South Wales,2019-12
7294,-36.043,149.857,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,301.7,39.2,N,New South Wales,2019-12
7295,-36.086,149.616,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,70,6.0NRT,298.3,7.6,N,New South Wales,2019-12
7296,-36.089,149.6,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,300.1,83.9,N,New South Wales,2019-12
7297,-36.092,149.584,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,296.4,27.5,N,New South Wales,2019-12
7298,-36.022,149.913,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,301.8,69.5,N,New South Wales,2019-12
7299,-36.025,149.898,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,305.1,137.6,N,New South Wales,2019-12
7300,-36.028,149.884,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,304.9,65.6,N,New South Wales,2019-12
7301,-36.03,149.869,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,305.5,62.8,N,New South Wales,2019-12
7302,-36.033,149.853,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,302.4,55.9,N,New South Wales,2019-12
7303,-36.015,149.895,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,302.4,111.4,N,New South Wales,2019-12
7304,-36.018,149.88,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.1,93.9,N,New South Wales,2019-12
7305,-36.02,149.865,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,304.7,158.1,N,New South Wales,2019-12
7306,-36.023,149.851,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,299.5,58.5,N,New South Wales,2019-12
7307,-35.94,149.915,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,95,6.0NRT,300.8,19.7,N,New South Wales,2019-12
7308,-35.943,149.9,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,300.4,28.1,N,New South Wales,2019-12
7309,-35.987,149.534,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,296.6,43.1,N,New South Wales,2019-12
7310,-35.989,149.52,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,294.9,24.8,N,New South Wales,2019-12
7311,-35.977,149.531,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,297.9,94.6,N,New South Wales,2019-12
7312,-35.98,149.516,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,298.0,104.0,N,New South Wales,2019-12
7313,-35.982,149.503,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,50,6.0NRT,292.6,6.7,N,New South Wales,2019-12
7314,-35.967,149.528,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,71,6.0NRT,293.5,8.9,N,New South Wales,2019-12
7315,-35.97,149.513,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,293.2,25.0,N,New South Wales,2019-12
7316,-35.949,149.344,low,1.2,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,76,6.0NRT,293.4,11.1,N,New South Wales,2019-12
7317,-35.939,149.341,low,1.2,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,66,6.0NRT,293.0,8.8,N,New South Wales,2019-12
7318,-35.784,150.021,low,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,46,6.0NRT,294.9,10.3,N,New South Wales,2019-12
7319,-35.787,150.006,low,1.3,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,45,6.0NRT,299.6,14.9,N,New South Wales,2019-12
7320,-35.777,150.003,moderate,1.3,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.0,71.3,N,New South Wales,2019-12
7321,-35.78,149.988,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,306.5,112.6,N,New South Wales,2019-12
7322,-35.782,149.974,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,297.9,30.3,N,New South Wales,2019-12
7323,-35.78,150.014,low,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,74,6.0NRT,296.5,25.8,N,New South Wales,2019-12
7324,-35.782,149.999,moderate,1.3,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.7,71.8,N,New South Wales,2019-12
7325,-35.785,149.984,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,302.8,58.3,N,New South Wales,2019-12
7326,-35.787,149.97,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,54,6.0NRT,294.7,8.2,N,New South Wales,2019-12
7327,-36.164,147.742,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,94,6.0NRT,275.9,0.0,N,Victoria,2019-12
7328,-36.166,147.729,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,92,6.0NRT,288.9,0.0,N,Victoria,2019-12
7329,-36.168,147.718,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,90,6.0NRT,295.2,0.0,N,Victoria,2019-12
7330,-35.769,150.011,low,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,18,6.0NRT,296.2,12.0,N,New South Wales,2019-12
7331,-35.772,149.995,moderate,1.3,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,305.8,95.3,N,New South Wales,2019-12
7332,-35.775,149.981,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.8,53.3,N,New South Wales,2019-12
7333,-35.777,149.967,low,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,45,6.0NRT,297.5,11.5,N,New South Wales,2019-12
7334,-36.153,147.751,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,276.2,0.0,N,Victoria,2019-12
7335,-36.155,147.739,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,280.7,0.0,N,Victoria,2019-12
7336,-36.157,147.727,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,90,6.0NRT,295.8,0.0,N,Victoria,2019-12
7337,-35.762,149.992,moderate,1.3,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,75,6.0NRT,300.5,25.7,N,New South Wales,2019-12
7338,-35.765,149.977,moderate,1.3,1.1,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,301.6,46.4,N,New South Wales,2019-12
7339,-36.142,147.761,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,267.2,0.0,N,Victoria,2019-12
7340,-36.143,147.748,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,268.2,0.0,N,Victoria,2019-12
7341,-36.145,147.736,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,279.6,0.0,N,Victoria,2019-12
7342,-36.147,147.724,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,96,6.0NRT,295.7,0.0,N,Victoria,2019-12
7343,-36.149,147.712,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,63,6.0NRT,298.2,12.3,N,Victoria,2019-12
7344,-36.132,147.758,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,268.6,0.0,N,Victoria,2019-12
7345,-36.134,147.746,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,267.8,0.0,N,Victoria,2019-12
7346,-36.136,147.733,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,286.8,0.0,N,Victoria,2019-12
7347,-36.138,147.721,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,296.4,45.8,N,Victoria,2019-12
7348,-36.14,147.709,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,84,6.0NRT,297.4,17.8,N,Victoria,2019-12
7349,-36.142,147.698,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,75,6.0NRT,298.2,9.7,N,Victoria,2019-12
7350,-36.123,147.755,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,273.6,0.0,N,Victoria,2019-12
7351,-36.125,147.743,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,274.2,0.0,N,Victoria,2019-12
7352,-36.127,147.731,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,298.3,1207.5,N,Victoria,2019-12
7353,-36.129,147.719,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,302.3,466.2,N,Victoria,2019-12
7354,-36.131,147.707,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,297.4,50.6,N,Victoria,2019-12
7355,-36.133,147.696,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,298.7,19.3,N,Victoria,2019-12
7356,-36.134,147.684,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,77,6.0NRT,299.8,11.4,N,Victoria,2019-12
7357,-36.112,147.765,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,267.7,0.0,N,Victoria,2019-12
7358,-36.114,147.752,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,271.4,0.0,N,Victoria,2019-12
7359,-36.116,147.74,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,298.3,846.3,N,Victoria,2019-12
7360,-36.118,147.728,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,316.9,1777.9,N,Victoria,2019-12
7361,-36.12,147.716,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,329.9,1776.0,N,Victoria,2019-12
7362,-36.122,147.705,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,307.7,474.8,N,Victoria,2019-12
7363,-36.123,147.693,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,299.8,39.9,N,Victoria,2019-12
7364,-36.125,147.682,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,300.0,14.6,N,Victoria,2019-12
7365,-36.127,147.67,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,66,6.0NRT,298.9,8.1,N,Victoria,2019-12
7366,-36.095,147.812,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,86,6.0NRT,270.8,8.6,N,Victoria,2019-12
7367,-36.097,147.8,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,281.9,16.6,N,Victoria,2019-12
7368,-36.099,147.788,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,274.0,33.1,N,Victoria,2019-12
7369,-36.1,147.775,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,280.2,51.1,N,Victoria,2019-12
7370,-36.102,147.763,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.5,514.5,N,Victoria,2019-12
7371,-36.105,147.75,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,319.5,648.9,N,Victoria,2019-12
7372,-36.106,147.738,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,340.7,1081.7,N,Victoria,2019-12
7373,-36.108,147.727,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,335.8,1777.9,N,Victoria,2019-12
7374,-36.11,147.714,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,321.0,1775.8,N,Victoria,2019-12
7375,-36.112,147.703,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,324.8,1774.1,N,Victoria,2019-12
7376,-36.114,147.691,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.4,220.3,N,Victoria,2019-12
7377,-36.116,147.679,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,298.9,26.7,N,Victoria,2019-12
7378,-36.118,147.667,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,298.3,19.1,N,Victoria,2019-12
7379,-35.697,150.053,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,300.3,25.8,N,New South Wales,2019-12
7380,-35.699,150.038,low,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,45,6.0NRT,298.2,12.4,N,New South Wales,2019-12
7381,-36.083,147.821,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,67,6.0NRT,279.9,5.9,N,Victoria,2019-12
7382,-36.085,147.809,very low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,86,6.0NRT,287.9,21.8,N,Victoria,2019-12
7383,-36.089,147.785,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,43,6.0NRT,296.9,12.8,N,Victoria,2019-12
7384,-36.091,147.773,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,73,6.0NRT,298.9,18.6,N,Victoria,2019-12
7385,-36.093,147.761,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,308.7,238.9,N,Victoria,2019-12
7386,-36.095,147.748,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,323.7,339.7,N,Victoria,2019-12
7387,-36.097,147.736,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,326.3,369.0,N,Victoria,2019-12
7388,-36.099,147.724,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,343.6,1095.3,N,Victoria,2019-12
7389,-36.101,147.712,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,349.2,1775.8,N,Victoria,2019-12
7390,-36.103,147.7,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,338.9,1773.0,N,Victoria,2019-12
7391,-36.105,147.688,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,319.4,1032.3,N,Victoria,2019-12
7392,-36.107,147.676,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,301.4,74.5,N,Victoria,2019-12
7393,-36.109,147.665,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,299.1,15.6,N,Victoria,2019-12
7394,-36.11,147.654,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,99,6.0NRT,299.4,12.8,N,Victoria,2019-12
7395,-36.08,147.783,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,73,6.0NRT,296.7,5.7,N,Victoria,2019-12
7396,-36.082,147.771,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,27,6.0NRT,297.9,10.7,N,Victoria,2019-12
7397,-36.084,147.759,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,93,6.0NRT,300.2,21.5,N,Victoria,2019-12
7398,-36.086,147.747,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,311.5,204.5,N,Victoria,2019-12
7399,-36.088,147.734,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,324.6,310.9,N,Victoria,2019-12
7400,-36.09,147.721,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,333.2,602.1,N,Victoria,2019-12
7401,-36.092,147.709,high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,351.5,1775.1,N,Victoria,2019-12
7402,-36.094,147.698,high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,354.1,1773.4,N,Victoria,2019-12
7403,-36.096,147.686,very high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,370.3,1771.3,N,Victoria,2019-12
7404,-36.098,147.674,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,326.5,1017.6,N,Victoria,2019-12
7405,-36.099,147.663,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,301.1,27.3,N,Victoria,2019-12
7406,-36.101,147.652,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,93,6.0NRT,299.0,10.0,N,Victoria,2019-12
7407,-36.071,147.78,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,49,6.0NRT,298.0,4.6,N,Victoria,2019-12
7408,-36.073,147.768,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,91,6.0NRT,298.3,7.0,N,Victoria,2019-12
7409,-36.075,147.756,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,73,6.0NRT,299.9,13.3,N,Victoria,2019-12
7410,-36.077,147.744,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,309.7,115.8,N,Victoria,2019-12
7411,-36.079,147.731,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,321.5,217.4,N,Victoria,2019-12
7412,-36.081,147.719,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,326.2,321.9,N,Victoria,2019-12
7413,-36.083,147.707,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,335.0,640.9,N,Victoria,2019-12
7414,-36.085,147.695,high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,354.9,1773.3,N,Victoria,2019-12
7415,-36.086,147.683,high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,360.6,1771.2,N,Victoria,2019-12
7416,-36.088,147.672,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,346.3,1288.2,N,Victoria,2019-12
7417,-36.09,147.661,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,308.0,143.0,N,Victoria,2019-12
7418,-36.092,147.65,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,300.3,15.0,N,Victoria,2019-12
7419,-36.094,147.638,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,96,6.0NRT,298.5,11.6,N,Victoria,2019-12
7420,-36.07,147.749,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,304.8,65.4,N,Victoria,2019-12
7421,-36.072,147.736,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,317.7,152.0,N,Victoria,2019-12
7422,-36.074,147.724,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,322.1,0.0,N,Victoria,2019-12
7423,-36.076,147.711,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,323.0,0.0,N,Victoria,2019-12
7424,-36.078,147.699,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,326.4,0.0,N,Victoria,2019-12
7425,-36.08,147.688,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,340.7,0.0,N,Victoria,2019-12
7426,-36.082,147.677,high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,351.6,874.0,N,Victoria,2019-12
7427,-36.084,147.665,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,346.9,1006.3,N,Victoria,2019-12
7428,-36.085,147.654,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,308.4,158.3,N,Victoria,2019-12
7429,-36.087,147.642,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,94,6.0NRT,300.1,20.7,N,Victoria,2019-12
7430,-36.089,147.63,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,78,6.0NRT,298.7,15.4,N,Victoria,2019-12
7431,-35.674,150.024,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,304.4,55.6,N,New South Wales,2019-12
7432,-35.677,150.011,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,301.1,49.9,N,New South Wales,2019-12
7433,-36.061,147.746,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,312.6,311.1,N,Victoria,2019-12
7434,-36.063,147.733,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,318.8,314.0,N,Victoria,2019-12
7435,-36.065,147.721,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,314.6,111.6,N,Victoria,2019-12
7436,-36.067,147.709,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,316.0,137.5,N,Victoria,2019-12
7437,-36.069,147.698,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,315.5,118.0,N,Victoria,2019-12
7438,-36.071,147.686,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,313.7,133.5,N,Victoria,2019-12
7439,-36.072,147.675,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,323.7,392.2,N,Victoria,2019-12
7440,-36.074,147.663,high,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,352.0,1770.6,N,Victoria,2019-12
7441,-36.076,147.652,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,342.7,1768.8,N,Victoria,2019-12
7442,-36.078,147.64,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,303.3,51.4,N,Victoria,2019-12
7443,-36.08,147.628,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,91,6.0NRT,299.2,18.8,N,Victoria,2019-12
7444,-36.082,147.616,low,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,43,6.0NRT,298.2,10.1,N,Victoria,2019-12
7445,-35.661,150.036,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,307.2,112.4,N,New South Wales,2019-12
7446,-35.664,150.022,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,312.4,266.3,N,New South Wales,2019-12
7447,-35.666,150.008,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,311.4,346.7,N,New South Wales,2019-12
7448,-35.669,149.993,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,306.3,118.1,N,New South Wales,2019-12
7449,-35.672,149.977,moderate,1.4,1.2,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,305.4,68.6,N,New South Wales,2019-12
7450,-36.052,147.744,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,315.4,376.2,N,Victoria,2019-12
7451,-36.054,147.731,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,314.8,229.9,N,Victoria,2019-12
7452,-36.056,147.719,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,312.0,95.9,N,Victoria,2019-12
7453,-36.058,147.707,moderate,1.1,1.0,2019-12-30,1970-01-01 00:00:00.000001310,T,100,6.0NRT,316.6,128.5,N,Victoria,2019-12
