,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,radiative_power,daynight,state
706,2559,9946,9946,-37.42,148.567,moderate,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,309.2,0.0,N,Victoria
707,3168,31297,31297,-32.548,150.395,moderate,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,301.6,16.2,N,New South Wales
708,4781,24370,24370,-26.524,150.668,low,1.0,1.0,2020-01-03,1245,T,100,6.0NRT,299.6,31.8,N,Queensland
709,4582,27669,27669,-36.483,147.736,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1332.9,D,Victoria
710,904,16971,16971,-31.246,121.096,moderate,1.1,1.0,2020-01-01,1435,T,71,6.0NRT,300.7,11.9,N,Western Australia
711,4898,24880,24880,-32.675,150.93,moderate,1.3,1.1,2020-01-03,2345,T,70,6.0NRT,308.3,44.0,D,New South Wales
712,3726,22188,22188,-36.004,149.497,moderate,3.0,1.6,2020-01-03,320,A,76,6.0NRT,301.8,124.2,D,New South Wales
713,840,5831,5831,-37.561,148.008,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,278.4,37.1,N,Victoria
714,1405,3068,3068,-34.211,150.034,moderate,2.7,1.6,2019-12-29,2330,T,87,6.0NRT,303.5,147.8,D,New South Wales
715,1001,12726,12726,-25.38,149.233,low,1.1,1.0,2019-12-31,1525,A,68,6.0NRT,295.9,7.6,N,Queensland
716,3124,18610,18610,-36.35,149.937,low,1.3,1.1,2020-01-02,415,A,70,6.0NRT,295.8,31.8,D,New South Wales
717,1317,33614,33614,-32.58,121.988,very high,1.1,1.0,2020-01-05,210,T,100,6.0NRT,331.2,651.6,D,Western Australia
718,1073,15880,15880,-36.236,149.955,very low,1.0,1.0,2020-01-01,1255,T,28,6.0NRT,284.7,7.2,N,New South Wales
719,1722,1626,1626,-34.251,150.402,very low,1.6,1.2,2019-12-29,1225,T,67,6.0NRT,286.6,22.9,N,New South Wales
720,715,33150,33150,-37.372,149.139,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.4,49.6,N,Victoria
721,1050,9394,9394,-36.286,149.637,moderate,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,303.2,162.8,N,New South Wales
722,11,9499,9499,-35.997,147.673,very low,2.2,1.4,2019-12-30,1445,A,23,6.0NRT,279.0,45.2,N,Victoria
723,687,3011,3011,-30.762,123.399,low,1.5,1.2,2019-12-29,1720,A,39,6.0NRT,294.8,16.1,N,Western Australia
724,2525,9896,9896,-37.285,147.942,moderate,1.9,1.4,2019-12-30,1445,A,100,6.0NRT,300.8,281.3,N,Victoria
725,4737,32891,32891,-37.309,149.198,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,288.8,21.2,N,Victoria
726,1236,9800,9800,-37.372,148.781,very low,1.7,1.3,2019-12-30,1445,A,93,6.0NRT,286.6,0.0,N,Victoria
727,4984,32029,32029,-37.102,149.827,high,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,314.0,0.0,N,New South Wales
728,628,28634,28634,-35.666,149.871,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,320.4,130.7,D,New South Wales
729,4304,636,636,-34.379,118.273,high,1.1,1.0,2019-12-29,200,T,98,6.0NRT,312.5,74.9,D,Western Australia
730,4905,8586,8586,-29.373,152.187,very low,1.6,1.2,2019-12-30,1445,A,26,6.0NRT,285.6,10.2,N,New South Wales
731,3198,19642,19642,-32.394,123.651,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,400.1,2371.1,D,Western Australia
732,591,3733,3733,-37.385,147.573,moderate,1.7,1.3,2019-12-30,345,A,59,6.0NRT,306.4,31.1,D,Victoria
733,2412,3959,3959,-35.265,149.996,low,1.2,1.1,2019-12-30,345,A,81,6.0NRT,299.1,23.9,D,New South Wales
734,2571,16068,16068,-35.939,148.271,low,1.0,1.0,2020-01-01,1255,T,40,6.0NRT,290.9,13.2,N,New South Wales
735,3970,9689,9689,-37.275,148.65,low,1.8,1.3,2019-12-30,1445,A,0,6.0NRT,295.3,34.1,N,Victoria
736,4784,32369,32369,-37.246,149.975,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,288.7,99.0,N,New South Wales
737,1853,9462,9462,-36.349,149.67,very high,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,325.9,559.3,N,New South Wales
738,2966,15874,15874,-36.24,149.992,very low,1.0,1.0,2020-01-01,1255,T,51,6.0NRT,285.1,14.3,N,New South Wales
739,2394,3285,3285,-19.402,143.333,moderate,1.6,1.3,2019-12-30,100,T,36,6.0NRT,303.1,15.6,D,Queensland
740,1080,5726,5726,-37.538,148.33,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,347.3,0.0,N,Victoria
741,2842,14664,14664,-32.369,123.606,moderate,2.0,1.4,2020-01-01,510,A,70,6.0NRT,303.8,71.9,D,Western Australia
742,4685,32250,32250,-37.182,149.802,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,278.0,0.0,N,New South Wales
743,972,14855,14855,-30.757,123.303,very high,2.0,1.4,2020-01-01,510,A,100,6.0NRT,324.8,213.0,D,Western Australia
744,2806,28049,28049,-35.961,149.647,high,1.0,1.0,2020-01-04,400,A,93,6.0NRT,316.6,46.6,D,New South Wales
745,2875,1800,1800,-32.572,150.606,moderate,1.5,1.2,2019-12-29,1225,T,100,6.0NRT,300.0,40.1,N,New South Wales
746,1728,34548,11358,-14.711,131.725,moderate,1.3,1.1,2019-12-31,145,T,77,6.0NRT,302.1,16.1,D,Northern Territory
747,3654,18888,18888,-35.94,147.484,high,1.1,1.0,2020-01-02,415,A,39,6.0NRT,317.3,12.0,D,New South Wales
748,3121,10466,10466,-32.957,150.827,high,1.1,1.0,2019-12-31,10,T,25,6.0NRT,311.8,7.6,D,New South Wales
749,2507,12161,12161,-37.56,149.371,very low,3.2,1.7,2019-12-31,1215,T,62,6.0NRT,284.9,52.1,N,Victoria
750,4794,33373,33373,-37.725,149.268,very low,1.0,1.0,2020-01-04,1505,A,43,6.0NRT,281.2,11.7,N,Victoria
751,388,5845,5845,-37.503,148.308,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,318.5,0.0,N,Victoria
752,2366,12847,12847,-32.58,150.443,low,1.4,1.2,2019-12-31,1530,A,95,6.0NRT,293.3,29.6,N,New South Wales
753,1801,25173,25173,-35.798,148.736,moderate,1.6,1.2,2020-01-03,2345,T,57,6.0NRT,308.5,24.4,D,New South Wales
754,4648,22433,22433,-35.98,136.881,very low,1.1,1.0,2020-01-03,500,A,85,6.0NRT,287.5,63.6,D,South Australia
755,4906,21035,21035,-36.383,147.881,low,1.0,1.0,2020-01-02,1515,A,100,6.0NRT,291.9,25.1,N,Victoria
756,1284,13702,13702,-19.147,145.929,moderate,1.5,1.2,2020-01-01,50,T,41,6.0NRT,308.6,11.4,D,Queensland
757,4704,27839,27839,-36.127,149.395,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,328.3,354.4,D,New South Wales
758,1498,23076,23076,-37.621,149.005,low,1.2,1.1,2020-01-03,1245,T,11,6.0NRT,291.8,10.9,N,Victoria
759,353,5623,5623,-37.564,148.318,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,349.0,0.0,N,Victoria
760,2415,14944,14944,-27.826,128.295,very high,1.0,1.0,2020-01-01,515,A,83,6.0NRT,327.2,40.4,D,Western Australia
761,4739,1843,1843,-31.795,151.844,low,1.2,1.1,2019-12-29,1225,T,87,6.0NRT,298.1,13.3,N,New South Wales
762,952,12462,12462,-30.623,151.946,low,1.8,1.3,2019-12-31,1215,T,34,6.0NRT,292.2,16.9,N,New South Wales
763,1426,19536,19536,-32.497,123.403,high,1.2,1.1,2020-01-02,555,A,76,6.0NRT,311.1,33.5,D,Western Australia
764,1022,5479,5479,-37.644,148.123,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,325.1,0.0,N,Victoria
765,4680,30870,30870,-34.772,150.418,very low,2.8,1.6,2020-01-04,1325,T,0,6.0NRT,288.5,83.8,N,New South Wales
766,3203,17632,17632,-37.349,147.613,low,1.2,1.1,2020-01-02,0,T,60,6.0NRT,293.8,14.5,D,Victoria
767,1854,25750,25750,-37.082,147.059,high,1.8,1.3,2020-01-03,2345,T,100,6.0NRT,311.1,215.5,D,Victoria
768,3530,16528,16528,-25.079,147.532,low,1.1,1.0,2020-01-01,1300,T,56,6.0NRT,296.1,5.1,N,Queensland
769,2418,5742,5742,-37.585,148.039,very low,1.1,1.0,2019-12-30,1310,T,86,6.0NRT,288.6,49.7,N,Victoria
770,1710,30438,30438,-37.15,149.811,very low,2.3,1.5,2020-01-04,1325,T,100,6.0NRT,278.8,0.0,N,New South Wales
771,89,20229,20229,-28.194,129.7,moderate,3.8,1.8,2020-01-02,555,A,72,6.0NRT,303.6,422.6,D,South Australia
772,2807,5606,5606,-37.617,148.054,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,293.6,140.5,N,Victoria
773,4317,16646,16646,-32.422,123.594,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,297.7,30.8,N,Western Australia
774,4478,26658,26658,-37.028,148.105,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,327.9,359.8,D,Victoria
775,3038,25318,25318,-36.062,148.477,moderate,1.6,1.2,2020-01-03,2345,T,94,6.0NRT,308.1,106.0,D,New South Wales
776,4541,33034,33034,-37.345,149.206,very low,1.0,1.0,2020-01-04,1505,A,50,6.0NRT,289.2,20.4,N,Victoria
777,3073,17785,17785,-27.86,131.813,very high,1.2,1.1,2020-01-02,135,T,94,6.0NRT,321.6,51.1,D,South Australia
778,1268,6106,6106,-37.45,148.123,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,308.1,69.9,N,Victoria
779,573,23437,23437,-37.079,147.302,low,1.4,1.2,2020-01-03,1245,T,100,6.0NRT,293.5,86.2,N,Victoria
780,771,32289,32289,-37.219,149.982,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,296.1,0.0,N,New South Wales
781,1106,17120,17120,-37.521,149.412,very low,2.4,1.5,2020-01-01,1435,A,39,6.0NRT,286.7,44.3,N,Victoria
782,2172,12582,12582,-36.055,147.807,low,4.3,1.9,2019-12-31,1350,T,100,6.0NRT,293.2,1112.6,N,Victoria
783,3548,13358,13358,-37.585,149.176,very low,1.4,1.2,2019-12-31,1530,A,90,6.0NRT,286.2,24.4,N,Victoria
784,402,32448,32448,-37.204,149.541,very low,1.0,1.0,2020-01-04,1505,A,95,6.0NRT,281.9,0.0,N,New South Wales
785,266,3966,3966,-35.227,149.976,high,1.2,1.1,2019-12-30,345,A,98,6.0NRT,313.4,74.2,D,New South Wales
786,1751,25530,25530,-37.41,149.569,moderate,1.3,1.1,2020-01-03,2345,T,84,6.0NRT,306.7,34.8,D,Victoria
787,1081,5367,5367,-37.703,148.095,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,273.3,0.0,N,Victoria
788,2705,15613,15613,-37.282,149.297,very low,1.0,1.0,2020-01-01,1255,T,42,6.0NRT,284.8,6.7,N,Victoria
789,652,31830,31830,-35.949,149.481,very low,1.0,1.0,2020-01-04,1505,A,36,6.0NRT,276.2,12.1,N,New South Wales
790,4569,4029,4029,-35.288,147.827,very high,1.5,1.2,2019-12-30,345,A,100,6.0NRT,322.7,130.4,D,New South Wales
791,4873,24156,24156,-32.738,150.058,low,1.0,1.0,2020-01-03,1245,T,72,6.0NRT,296.7,7.4,N,New South Wales
792,4785,17141,17141,-37.565,148.621,very low,2.7,1.6,2020-01-01,1435,A,30,6.0NRT,286.7,42.3,N,Victoria
793,4411,16661,16661,-32.465,123.174,low,1.0,1.0,2020-01-01,1435,T,80,6.0NRT,295.9,8.0,N,Western Australia
794,1632,23534,23534,-36.972,146.806,low,1.5,1.2,2020-01-03,1245,T,59,6.0NRT,294.2,27.5,N,Victoria
795,4925,32778,32778,-37.289,149.311,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.2,90.4,N,Victoria
796,2976,2622,2622,-31.36,151.746,low,2.7,1.6,2019-12-29,1540,A,76,6.0NRT,293.6,102.7,N,New South Wales
797,1682,11971,11971,-15.959,143.427,low,2.0,1.4,2019-12-31,430,A,45,6.0NRT,299.9,31.7,D,Queensland
798,4625,1166,1166,-33.208,123.337,high,2.8,1.6,2019-12-29,620,A,85,6.0NRT,317.0,85.9,D,Western Australia
799,2455,8672,8672,-32.569,150.633,low,1.7,1.3,2019-12-30,1445,A,28,6.0NRT,296.7,16.9,N,New South Wales
800,3926,23492,23492,-37.014,147.367,high,1.4,1.2,2020-01-03,1245,T,100,6.0NRT,310.6,334.3,N,Victoria
801,2589,9055,9055,-35.76,149.988,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,301.4,45.9,N,New South Wales
802,505,8991,8991,-35.644,150.044,very high,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,340.1,1875.0,N,New South Wales
803,4528,33095,33095,-37.364,149.201,very low,1.0,1.0,2020-01-04,1505,A,82,6.0NRT,288.9,25.0,N,Victoria
804,2434,10227,10227,-25.402,149.183,high,1.1,1.0,2019-12-31,10,T,85,6.0NRT,311.2,33.1,D,Queensland
805,4499,15332,15332,-37.46,149.656,very low,1.0,1.0,2020-01-01,1255,T,88,6.0NRT,287.2,14.0,N,Victoria
806,2867,10769,10769,-34.881,150.131,high,1.1,1.0,2019-12-31,10,T,58,6.0NRT,316.6,35.3,D,New South Wales
807,116,8454,8454,-19.361,143.332,low,1.1,1.0,2019-12-30,1315,T,100,6.0NRT,298.7,39.8,N,Queensland
808,3978,12959,12959,-35.502,148.029,low,1.2,1.1,2019-12-31,1530,A,47,6.0NRT,292.1,16.1,N,New South Wales
809,3709,4615,4615,-33.278,136.923,high,2.7,1.6,2019-12-30,525,A,100,6.0NRT,310.6,1657.1,D,South Australia
810,2787,24761,24761,-21.997,116.205,low,1.0,1.0,2020-01-03,1735,A,73,6.0NRT,295.7,5.9,N,Western Australia
811,1546,22523,22523,-35.954,136.709,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,331.2,0.0,D,South Australia
812,2161,19974,19974,-31.011,123.68,low,1.4,1.2,2020-01-02,555,A,69,6.0NRT,298.5,35.5,D,Western Australia
813,4264,28526,28526,-35.866,148.794,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,322.0,541.0,D,New South Wales
814,2393,9056,9056,-35.763,150.003,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,303.8,71.5,N,New South Wales
815,3786,15142,15142,-37.665,148.666,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,292.7,56.8,N,Victoria
816,3248,7896,7896,-35.423,147.9,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,341.8,1854.7,N,New South Wales
817,2041,44,44,-32.701,150.868,moderate,1.5,1.2,2019-12-29,25,T,62,6.0NRT,307.3,37.6,D,New South Wales
818,3154,34446,10096,-14.743,133.939,low,1.1,1.1,2019-12-30,1620,A,64,6.0NRT,297.4,6.5,N,Northern Territory
819,2173,1112,1112,-34.328,118.262,high,1.3,1.1,2019-12-29,620,A,100,6.0NRT,311.9,109.4,D,Western Australia
820,1308,31797,31797,-34.783,150.342,very low,1.0,1.0,2020-01-04,1505,A,42,6.0NRT,289.9,6.6,N,New South Wales
821,4382,33056,33056,-37.328,149.041,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.0,76.8,N,Victoria
822,2834,26587,26587,-37.09,147.859,moderate,1.0,1.0,2020-01-04,400,A,77,6.0NRT,308.3,17.5,D,Victoria
823,446,21703,21703,-31.687,132.872,moderate,2.5,1.5,2020-01-02,1655,A,100,6.0NRT,302.7,307.8,N,South Australia
824,4720,28399,28399,-35.725,149.98,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,316.8,75.4,D,New South Wales
825,4877,16895,16895,-31.951,121.385,low,1.0,1.0,2020-01-01,1435,T,94,6.0NRT,297.8,12.9,N,Western Australia
826,4724,24744,24744,-18.209,143.003,low,1.0,1.0,2020-01-03,1555,A,88,6.0NRT,295.9,8.9,N,Queensland
827,118,16461,16461,-32.565,150.29,low,1.1,1.1,2020-01-01,1255,T,38,6.0NRT,291.7,7.1,N,New South Wales
828,3599,7654,7654,-35.943,147.663,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,299.5,16.7,N,New South Wales
829,1847,33849,33849,-32.628,122.023,moderate,3.0,1.6,2020-01-05,625,A,97,6.0NRT,303.2,345.0,D,Western Australia
830,1009,3480,3480,-33.214,135.307,high,1.0,1.0,2019-12-30,105,T,99,6.0NRT,314.8,61.0,D,South Australia
831,943,23006,23006,-37.766,148.89,low,1.2,1.1,2020-01-03,1245,T,42,6.0NRT,290.1,7.2,N,Victoria
832,140,8509,8509,-32.504,121.969,very low,1.1,1.0,2019-12-30,1450,T,68,6.0NRT,287.8,9.4,N,Western Australia
833,2263,193,193,-19.613,144.526,moderate,1.5,1.2,2019-12-29,20,T,54,6.0NRT,300.6,19.7,D,Queensland
834,4271,7556,7556,-36.024,147.614,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,302.8,49.1,N,Victoria
835,2798,5993,5993,-37.487,148.133,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,312.9,0.0,N,Victoria
836,4409,5149,5149,-24.747,127.473,low,1.1,1.0,2019-12-30,525,A,83,6.0NRT,298.1,27.9,D,Western Australia
837,1623,22431,22431,-36.016,136.717,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,400.1,0.0,D,South Australia
838,996,26151,26151,-37.414,149.537,low,1.0,1.0,2020-01-04,400,A,100,6.0NRT,298.9,326.9,D,Victoria
839,908,30573,30573,-37.115,148.065,very low,1.8,1.3,2020-01-04,1325,T,22,6.0NRT,281.4,19.7,N,Victoria
840,931,10595,10595,-34.21,150.056,high,1.0,1.0,2019-12-31,10,T,66,6.0NRT,312.6,15.3,D,New South Wales
841,3766,2338,2338,-28.852,128.966,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,304.1,16.8,N,Western Australia
842,1488,26001,26001,-37.628,147.547,high,1.7,1.3,2020-01-03,2345,T,68,6.0NRT,311.0,36.4,D,Victoria
843,2810,2549,2549,-27.754,128.127,moderate,1.0,1.0,2019-12-29,1405,T,80,6.0NRT,300.3,8.2,N,Western Australia
844,3215,11969,11969,-16.016,145.112,low,2.6,1.6,2019-12-31,430,A,68,6.0NRT,296.5,68.5,D,Queensland
845,2514,11530,11530,-36.134,147.856,low,1.5,1.2,2019-12-31,425,A,77,6.0NRT,299.9,57.9,D,Victoria
846,2813,6425,6425,-37.342,148.039,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,299.7,21.7,N,Victoria
847,1298,1675,1675,-33.178,150.112,low,1.6,1.2,2019-12-29,1225,T,31,6.0NRT,293.6,11.9,N,New South Wales
848,4719,12080,12080,-32.488,121.966,high,1.5,1.2,2019-12-31,605,A,28,6.0NRT,316.0,31.2,D,Western Australia
849,4442,15900,15900,-36.483,147.704,very low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,285.6,26.8,N,Victoria
850,3977,3895,3895,-36.11,149.425,moderate,1.3,1.1,2019-12-30,345,A,42,6.0NRT,303.3,10.8,D,New South Wales
851,4652,32956,32956,-37.419,149.839,very low,1.0,1.0,2020-01-04,1505,A,46,6.0NRT,282.4,11.9,N,New South Wales
852,955,10018,10018,-37.352,147.624,very low,2.0,1.4,2019-12-30,1445,A,28,6.0NRT,278.7,27.3,N,Victoria
853,3246,26423,26423,-37.145,147.925,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,329.3,547.1,D,Victoria
854,4151,32399,32399,-37.253,149.962,very low,1.0,1.0,2020-01-04,1505,A,59,6.0NRT,288.3,15.3,N,New South Wales
855,737,13215,13215,-37.432,149.585,very low,1.5,1.2,2019-12-31,1530,A,0,6.0NRT,288.4,28.1,N,Victoria
856,1010,17085,17085,-35.86,147.679,low,3.4,1.7,2020-01-01,1435,A,100,6.0NRT,295.8,222.4,N,New South Wales
857,619,2414,2414,-28.701,128.799,high,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,310.6,136.4,N,Western Australia
858,3922,2272,2272,-28.93,128.794,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,303.8,18.9,N,Western Australia
859,4447,6236,6236,-37.405,148.161,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,315.0,217.6,N,Victoria
860,1876,11664,11664,-33.814,150.054,moderate,2.3,1.5,2019-12-31,425,A,75,6.0NRT,306.8,89.7,D,New South Wales
861,4620,8625,8625,-31.605,152.102,low,1.5,1.2,2019-12-30,1445,A,33,6.0NRT,293.8,19.3,N,New South Wales
862,435,26030,26030,-20.095,119.408,very low,4.2,1.9,2020-01-04,300,T,37,6.0NRT,288.0,50.2,D,Western Australia
863,80,5372,5372,-37.672,148.225,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,289.1,0.0,N,Victoria
864,394,27204,27204,-36.926,146.669,high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,317.5,80.0,D,Victoria
865,3481,14416,14416,-34.898,150.093,low,1.7,1.3,2020-01-01,330,A,89,6.0NRT,299.2,83.8,D,New South Wales
866,4798,32817,32817,-37.376,149.802,very low,1.0,1.0,2020-01-04,1505,A,92,6.0NRT,288.1,0.0,N,New South Wales
867,2311,20395,20395,-36.283,149.936,very low,3.7,1.8,2020-01-02,1340,T,28,6.0NRT,281.4,56.4,N,New South Wales
868,1029,18801,18801,-35.969,148.34,moderate,1.1,1.1,2020-01-02,415,A,100,6.0NRT,300.4,199.8,D,New South Wales
869,3697,12556,12556,-37.632,147.771,very low,3.9,1.8,2019-12-31,1350,T,21,6.0NRT,284.0,44.3,N,Victoria
870,3589,32175,32175,-37.13,149.59,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,287.6,0.0,N,New South Wales
871,697,3979,3979,-35.403,147.919,moderate,1.5,1.2,2019-12-30,345,A,100,6.0NRT,305.2,179.3,D,New South Wales
872,4451,30761,30761,-36.095,147.57,low,1.8,1.3,2020-01-04,1325,T,99,6.0NRT,291.6,36.2,N,Victoria
873,546,26596,26596,-37.201,147.011,high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,313.1,90.8,D,Victoria
874,689,1164,1164,-33.168,123.716,very high,3.0,1.6,2019-12-29,620,A,11,6.0NRT,322.3,56.3,D,Western Australia
875,810,34430,5205,-12.054,132.856,low,4.2,1.9,2019-12-30,530,A,21,6.0NRT,294.3,84.8,D,Northern Territory
876,3613,25219,25219,-35.991,149.558,moderate,1.4,1.2,2020-01-03,2345,T,99,6.0NRT,309.5,110.3,D,New South Wales
877,3001,4923,4923,-28.426,129.457,high,1.2,1.1,2019-12-30,525,A,53,6.0NRT,319.5,22.7,D,South Australia
878,954,29455,29455,-34.366,150.047,very high,1.1,1.0,2020-01-04,405,A,100,6.0NRT,325.8,427.5,D,New South Wales
879,4089,27799,27799,-36.14,149.433,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1230.0,D,New South Wales
880,4468,34411,5167,-24.397,129.139,high,1.3,1.1,2019-12-30,525,A,100,6.0NRT,314.3,846.4,D,Northern Territory
881,2944,21569,21569,-37.703,148.973,very low,1.0,1.0,2020-01-02,1520,A,93,6.0NRT,287.7,20.0,N,Victoria
882,1036,22994,22994,-41.598,147.835,very low,1.5,1.2,2020-01-03,1245,T,70,6.0NRT,277.9,27.8,N,Tasmania
883,2908,20047,20047,-30.902,123.781,very high,1.4,1.2,2020-01-02,555,A,61,6.0NRT,320.7,19.8,D,Western Australia
884,604,2832,2832,-37.651,149.386,low,2.2,1.4,2019-12-29,1540,A,100,6.0NRT,297.3,137.5,N,Victoria
885,779,5093,5093,-27.75,128.116,very high,1.1,1.0,2019-12-30,525,A,85,6.0NRT,324.8,19.9,D,Western Australia
886,4494,32936,32936,-37.36,149.462,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,294.9,148.0,N,Victoria
887,3236,6969,6969,-36.323,149.73,low,1.3,1.1,2019-12-30,1310,T,98,6.0NRT,295.0,28.5,N,New South Wales
888,4983,9197,9197,-36.026,149.919,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,308.9,255.3,N,New South Wales
889,4618,17875,17875,-30.919,123.736,very high,1.3,1.1,2020-01-02,135,T,100,6.0NRT,324.8,874.0,D,Western Australia
890,1066,14544,14544,-35.741,136.782,low,1.5,1.2,2020-01-01,510,A,93,6.0NRT,297.4,86.8,D,South Australia
891,32,18004,18004,-32.829,124.127,moderate,1.2,1.1,2020-01-02,135,T,98,6.0NRT,302.6,83.2,D,Western Australia
892,2937,16736,16736,-32.343,123.571,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,297.5,23.1,N,Western Australia
893,898,9889,9889,-37.416,148.638,very low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,281.2,0.0,N,Victoria
894,4363,3709,3709,-37.394,147.725,very high,1.6,1.3,2019-12-30,345,A,100,6.0NRT,328.8,1626.5,D,Victoria
895,2776,30235,30235,-37.218,149.847,very low,2.3,1.5,2020-01-04,1325,T,100,6.0NRT,284.2,0.0,N,New South Wales
896,4537,20261,20261,-26.539,150.674,low,3.2,1.7,2020-01-02,1205,T,32,6.0NRT,294.8,30.3,N,Queensland
897,1303,17434,17434,-35.992,149.85,low,1.0,1.0,2020-01-02,0,T,91,6.0NRT,294.1,46.5,D,New South Wales
898,3359,228,228,-31.411,151.778,low,1.6,1.3,2019-12-29,20,T,100,6.0NRT,299.5,247.1,D,New South Wales
899,59,30007,30007,-25.422,149.203,low,4.1,1.9,2020-01-04,1330,T,80,6.0NRT,296.2,61.1,N,Queensland
900,4391,29619,29619,-32.659,150.124,high,1.1,1.1,2020-01-04,405,A,93,6.0NRT,317.1,49.3,D,New South Wales
901,1850,2051,2051,-32.375,123.482,low,2.1,1.4,2019-12-29,1405,T,100,6.0NRT,294.7,96.4,N,Western Australia
902,4492,33491,33491,-33.201,150.304,moderate,1.8,1.3,2020-01-05,30,T,85,6.0NRT,300.1,82.2,D,New South Wales
903,263,19332,19332,-32.959,123.716,moderate,1.3,1.1,2020-01-02,555,A,100,6.0NRT,308.8,424.9,D,Western Australia
904,4886,5954,5954,-37.464,148.31,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,302.1,0.0,N,Victoria
905,3954,16828,16828,-32.299,123.435,low,1.0,1.0,2020-01-01,1435,T,88,6.0NRT,297.0,11.8,N,Western Australia
906,4044,29099,29099,-35.456,147.995,very high,1.0,1.0,2020-01-04,400,A,0,6.0NRT,321.2,60.5,D,New South Wales
907,4742,6654,6654,-37.169,148.324,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,307.1,78.7,N,Victoria
908,378,30704,30704,-36.398,147.856,low,1.8,1.3,2020-01-04,1325,T,13,6.0NRT,290.5,26.4,N,Victoria
909,241,17939,17939,-32.386,123.543,low,1.3,1.1,2020-01-02,135,T,100,6.0NRT,292.0,143.5,D,Western Australia
910,3572,20875,20875,-35.986,148.319,very low,1.0,1.0,2020-01-02,1515,A,77,6.0NRT,289.5,19.6,N,New South Wales
911,3258,31395,31395,-32.687,150.92,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,297.6,16.4,N,New South Wales
912,1842,21428,21428,-37.608,149.231,very low,1.1,1.0,2020-01-02,1520,A,92,6.0NRT,287.1,16.8,N,Victoria
913,1793,31728,31728,-34.706,150.194,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.8,39.0,N,New South Wales
