,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,radiative_power,daynight,state
0,745,10946,10946,-35.612,149.922,very low,1.1,1.0,2019-12-31,10,T,88,6.0NRT,282.0,48.4,D,New South Wales
1,458,15481,15481,-37.435,149.129,very low,1.0,1.0,2020-01-01,1255,T,9,6.0NRT,285.7,4.0,N,Victoria
2,805,30973,30973,-34.324,150.328,low,2.9,1.6,2020-01-04,1325,T,100,6.0NRT,293.4,367.3,N,New South Wales
3,4141,19625,19625,-32.418,123.573,high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,317.6,225.3,D,Western Australia
4,508,21298,21298,-37.467,149.482,very low,1.1,1.0,2020-01-02,1520,A,35,6.0NRT,289.8,15.8,N,Victoria
5,852,11867,11867,-29.042,128.284,high,4.8,2.0,2019-12-31,430,A,100,6.0NRT,312.2,1022.0,D,Western Australia
6,4112,13698,13698,-18.148,142.975,moderate,1.0,1.0,2020-01-01,50,T,65,6.0NRT,308.3,21.1,D,Queensland
7,4321,23966,23966,-35.568,148.171,low,1.2,1.1,2020-01-03,1245,T,62,6.0NRT,292.8,8.1,N,New South Wales
8,1880,13973,13973,-32.681,121.074,high,2.2,1.4,2020-01-01,230,T,71,6.0NRT,311.7,48.5,D,Western Australia
9,3324,14418,14418,-34.886,150.093,low,1.7,1.3,2020-01-01,330,A,56,6.0NRT,298.3,38.1,D,New South Wales
10,251,33472,33472,-32.668,150.927,moderate,1.9,1.3,2020-01-05,30,T,18,6.0NRT,300.5,28.4,D,New South Wales
11,3047,8638,8638,-31.789,152.613,low,1.4,1.2,2019-12-30,1445,A,58,6.0NRT,292.9,8.1,N,New South Wales
12,3163,26696,26696,-37.091,147.52,moderate,1.0,1.0,2020-01-04,400,A,73,6.0NRT,302.9,56.9,D,Victoria
13,4787,34415,5171,-24.405,129.088,very high,1.3,1.1,2019-12-30,525,A,100,6.0NRT,324.5,305.0,D,Northern Territory
14,3309,24957,24957,-34.303,149.981,high,1.4,1.2,2020-01-03,2345,T,83,6.0NRT,313.0,38.9,D,New South Wales
15,2606,12693,12693,-19.242,146.118,low,1.2,1.1,2019-12-31,1525,A,31,6.0NRT,294.9,6.8,N,Queensland
16,4729,31343,31343,-32.639,150.852,moderate,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,307.7,210.8,N,New South Wales
17,302,30282,30282,-37.23,149.683,very low,2.2,1.4,2020-01-04,1325,T,93,6.0NRT,274.7,0.0,N,New South Wales
18,3720,18819,18819,-36.037,147.81,moderate,1.1,1.0,2020-01-02,415,A,95,6.0NRT,309.3,61.6,D,Victoria
19,3834,23771,23771,-35.999,149.569,low,1.1,1.0,2020-01-03,1245,T,21,6.0NRT,292.6,5.1,N,New South Wales
20,2174,5455,5455,-37.65,148.15,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,346.7,0.0,N,Victoria
21,4961,6042,6042,-37.449,148.249,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,303.6,0.0,N,Victoria
22,1522,15250,15250,-37.614,148.778,very low,1.0,1.0,2020-01-01,1255,T,85,6.0NRT,285.4,14.1,N,Victoria
23,3555,21351,21351,-37.513,149.281,low,1.1,1.0,2020-01-02,1520,A,100,6.0NRT,291.8,58.4,N,Victoria
24,4871,5267,5267,-37.551,149.425,very low,1.2,1.1,2019-12-30,1310,T,100,6.0NRT,277.9,38.9,N,Victoria
25,4902,10370,10370,-32.618,150.777,high,1.1,1.0,2019-12-31,10,T,75,6.0NRT,310.8,22.5,D,New South Wales
26,4078,19123,19123,-33.965,142.201,very high,1.1,1.1,2020-01-02,415,A,100,6.0NRT,331.7,162.4,D,New South Wales
27,3126,23355,23355,-37.164,148.209,low,1.3,1.1,2020-01-03,1245,T,33,6.0NRT,292.3,13.1,N,Victoria
28,1479,22014,22014,-35.801,136.674,moderate,1.2,1.1,2020-01-03,40,T,97,6.0NRT,306.3,70.3,D,South Australia
29,4218,23907,23907,-35.877,148.129,low,1.2,1.1,2020-01-03,1245,T,75,6.0NRT,294.8,10.2,N,New South Wales
30,2180,6750,6750,-37.128,148.16,low,1.1,1.0,2019-12-30,1310,T,0,6.0NRT,296.5,19.2,N,Victoria
31,3464,16418,16418,-32.676,150.112,low,1.1,1.0,2020-01-01,1255,T,93,6.0NRT,293.6,14.2,N,New South Wales
32,75,2971,2971,-28.874,128.828,low,3.3,1.7,2019-12-29,1720,A,68,6.0NRT,295.7,121.1,N,Western Australia
33,3656,9801,9801,-37.334,148.54,low,1.8,1.3,2019-12-30,1445,A,0,6.0NRT,296.7,36.6,N,Victoria
34,630,30452,30452,-37.318,149.019,very low,2.0,1.4,2020-01-04,1325,T,99,6.0NRT,284.7,52.3,N,Victoria
35,1974,568,568,-32.071,121.621,high,1.0,1.0,2019-12-29,200,T,55,6.0NRT,319.7,14.3,D,Western Australia
36,2852,15969,15969,-36.292,147.757,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,292.9,31.6,N,Victoria
37,803,1502,1502,-37.599,147.943,low,2.5,1.5,2019-12-29,1225,T,69,6.0NRT,296.5,24.7,N,Victoria
38,2272,3074,3074,-34.275,149.983,moderate,2.7,1.6,2019-12-29,2330,T,84,6.0NRT,302.7,132.4,D,New South Wales
39,732,21854,21854,-32.717,150.091,moderate,2.7,1.6,2020-01-03,40,T,62,6.0NRT,301.9,65.2,D,New South Wales
40,2379,25817,25817,-37.403,148.241,moderate,1.5,1.2,2020-01-03,2345,T,19,6.0NRT,306.7,16.9,D,Victoria
41,4395,16356,16356,-35.282,147.838,low,1.0,1.0,2020-01-01,1255,T,73,6.0NRT,293.4,8.7,N,New South Wales
42,1624,21868,21868,-35.407,147.969,high,2.1,1.4,2020-01-03,40,T,86,6.0NRT,311.1,77.2,D,New South Wales
43,13,24075,24075,-34.351,150.339,low,1.0,1.0,2020-01-03,1245,T,100,6.0NRT,295.4,24.0,N,New South Wales
44,4663,7343,7343,-36.149,147.712,low,1.1,1.0,2019-12-30,1310,T,63,6.0NRT,298.2,12.3,N,Victoria
45,2474,4389,4389,-31.603,152.13,high,1.0,1.0,2019-12-30,345,A,81,6.0NRT,312.4,37.8,D,New South Wales
46,3406,25260,25260,-35.802,148.048,high,1.7,1.3,2020-01-03,2345,T,80,6.0NRT,312.4,44.5,D,New South Wales
47,2431,30266,30266,-37.216,149.813,very low,2.3,1.5,2020-01-04,1325,T,100,6.0NRT,284.8,0.0,N,New South Wales
48,3351,17241,17241,-32.333,123.602,low,3.8,1.8,2020-01-01,1610,A,26,6.0NRT,293.0,27.0,N,Western Australia
49,4466,8021,8021,-34.347,150.372,low,1.5,1.2,2019-12-30,1310,T,100,6.0NRT,296.0,31.4,N,New South Wales
50,4774,9512,9512,-36.037,147.734,very low,2.1,1.4,2019-12-30,1445,A,80,6.0NRT,270.0,55.7,N,Victoria
51,4874,28047,28047,-35.957,149.669,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,329.1,362.0,D,New South Wales
52,93,1614,1614,-34.885,150.298,very low,1.6,1.3,2019-12-29,1225,T,17,6.0NRT,287.8,11.9,N,New South Wales
53,352,10708,10708,-34.356,150.387,moderate,1.1,1.0,2019-12-31,10,T,95,6.0NRT,306.9,59.4,D,New South Wales
54,586,24580,24580,-35.846,148.681,very low,3.8,1.8,2020-01-03,1600,A,95,6.0NRT,289.4,108.9,N,New South Wales
55,50,32331,32331,-37.159,149.476,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,291.1,0.0,N,New South Wales
56,375,32890,32890,-37.307,149.186,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.3,29.6,N,Victoria
57,823,28166,28166,-35.821,150.003,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,333.1,271.9,D,New South Wales
58,2476,394,394,-25.864,128.351,high,1.7,1.3,2019-12-29,200,T,79,6.0NRT,314.6,31.3,D,Western Australia
59,4252,3265,3265,-17.809,143.185,moderate,1.5,1.2,2019-12-30,100,T,40,6.0NRT,300.3,19.2,D,Queensland
60,3665,17480,17480,-35.774,148.036,moderate,1.2,1.1,2020-01-02,0,T,66,6.0NRT,300.4,14.6,D,New South Wales
61,686,23141,23141,-37.465,149.781,low,1.1,1.0,2020-01-03,1245,T,34,6.0NRT,293.8,9.9,N,Victoria
62,515,9208,9208,-36.041,149.878,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,302.7,54.3,N,New South Wales
63,2884,9204,9204,-36.04,149.933,high,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,319.3,656.1,N,New South Wales
64,2696,17235,17235,-32.278,123.448,low,3.9,1.8,2020-01-01,1610,A,69,6.0NRT,293.5,60.0,N,Western Australia
65,4855,3427,3427,-28.784,128.651,moderate,2.2,1.4,2019-12-30,105,T,57,6.0NRT,306.7,24.6,D,Western Australia
66,2618,28313,28313,-35.757,149.947,high,1.0,1.0,2020-01-04,400,A,0,6.0NRT,316.1,65.7,D,New South Wales
67,4679,23434,23434,-37.119,147.025,low,1.5,1.2,2020-01-03,1245,T,100,6.0NRT,295.4,77.8,N,Victoria
68,2823,23601,23601,-36.675,147.881,very high,1.3,1.1,2020-01-03,1245,T,100,6.0NRT,327.2,885.2,N,Victoria
69,1136,22499,22499,-35.945,136.83,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,400.1,0.0,D,South Australia
70,1114,32050,32050,-37.121,149.893,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,278.2,0.0,N,New South Wales
71,3981,33054,33054,-37.324,149.018,very low,1.0,1.0,2020-01-04,1505,A,97,6.0NRT,284.4,36.6,N,Victoria
72,4538,33375,33375,-37.732,149.254,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,287.0,31.2,N,Victoria
73,3718,31571,31571,-34.337,150.314,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,293.2,50.5,N,New South Wales
74,1598,6129,6129,-37.409,148.315,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,304.2,46.6,N,Victoria
75,2252,21133,21133,-37.077,148.106,very low,1.0,1.0,2020-01-02,1520,A,64,6.0NRT,286.8,10.2,N,Victoria
76,2133,18564,18564,-36.975,147.293,moderate,1.0,1.0,2020-01-02,415,A,89,6.0NRT,300.3,39.3,D,Victoria
77,4130,10350,10350,-32.561,150.541,high,1.0,1.0,2019-12-31,10,T,67,6.0NRT,312.7,16.2,D,New South Wales
78,300,23083,23083,-37.572,149.336,low,1.1,1.1,2020-01-03,1245,T,100,6.0NRT,296.3,47.4,N,Victoria
79,3135,16260,16260,-35.187,150.455,very low,1.1,1.0,2020-01-01,1255,T,49,6.0NRT,287.7,10.0,N,New South Wales
80,323,343,343,-24.746,127.234,high,1.4,1.2,2019-12-29,200,T,100,6.0NRT,316.4,511.9,D,Western Australia
81,682,18576,18576,-37.007,146.985,moderate,1.0,1.0,2020-01-02,415,A,64,6.0NRT,302.7,17.0,D,Victoria
82,4659,12088,12088,-32.388,121.326,high,1.4,1.2,2019-12-31,605,A,60,6.0NRT,319.2,20.5,D,Western Australia
83,4820,17977,17977,-32.402,123.185,low,1.3,1.1,2020-01-02,135,T,81,6.0NRT,291.5,69.9,D,Western Australia
84,701,18459,18459,-37.627,147.747,moderate,1.0,1.0,2020-01-02,415,A,100,6.0NRT,307.9,205.2,D,Victoria
85,204,19034,19034,-35.016,150.059,moderate,1.4,1.2,2020-01-02,415,A,47,6.0NRT,305.5,18.7,D,New South Wales
86,2716,5598,5598,-37.601,148.15,moderate,1.1,1.0,2019-12-30,1310,T,94,6.0NRT,301.8,0.0,N,Victoria
87,1689,2459,2459,-28.511,128.496,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,303.7,17.3,N,Western Australia
88,440,9860,9860,-37.405,148.704,low,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,291.4,0.0,N,Victoria
89,2378,17150,17150,-37.445,147.919,very low,3.0,1.6,2020-01-01,1435,A,55,6.0NRT,285.2,38.9,N,Victoria
90,191,9524,9524,-36.032,147.708,very low,2.2,1.4,2019-12-30,1445,A,100,6.0NRT,274.4,104.8,N,Victoria
91,983,1303,1303,-32.404,121.358,very high,2.2,1.4,2019-12-29,620,A,100,6.0NRT,328.6,569.0,D,Western Australia
92,1391,7638,7638,-35.573,149.893,moderate,1.3,1.1,2019-12-30,1310,T,40,6.0NRT,300.9,18.1,N,New South Wales
93,4369,25869,25869,-37.358,147.67,moderate,1.6,1.3,2020-01-03,2345,T,74,6.0NRT,307.1,58.6,D,Victoria
94,3082,4182,4182,-33.181,150.097,moderate,1.1,1.1,2019-12-30,345,A,42,6.0NRT,308.3,16.1,D,New South Wales
95,662,26632,26632,-37.034,148.13,high,1.0,1.0,2020-01-04,400,A,88,6.0NRT,315.9,20.5,D,Victoria
96,303,13893,13893,-31.227,121.103,high,2.1,1.4,2020-01-01,230,T,95,6.0NRT,317.8,144.8,D,Western Australia
97,1470,10520,10520,-33.767,150.171,high,1.0,1.0,2019-12-31,10,T,100,6.0NRT,317.0,94.7,D,New South Wales
98,2387,7240,7240,-36.121,149.656,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,305.8,73.2,N,New South Wales
99,4470,12745,12745,-30.185,150.055,low,1.3,1.1,2019-12-31,1530,A,69,6.0NRT,296.2,6.7,N,New South Wales
100,4287,34499,10152,-24.358,129.146,moderate,1.6,1.2,2019-12-30,1620,A,100,6.0NRT,300.5,42.2,N,Northern Territory
101,1631,19535,19535,-32.495,123.416,high,1.2,1.1,2020-01-02,555,A,100,6.0NRT,313.3,91.0,D,Western Australia
102,3362,10905,10905,-35.276,150.012,very high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,324.2,300.7,D,New South Wales
103,1910,9959,9959,-37.419,148.503,very low,1.8,1.3,2019-12-30,1445,A,98,6.0NRT,281.6,0.0,N,Victoria
104,2523,20389,20389,-38.052,141.822,very low,1.2,1.1,2020-01-02,1340,T,100,6.0NRT,289.2,30.9,N,Victoria
105,3221,8319,8319,-31.502,151.33,low,2.0,1.4,2019-12-30,1310,T,25,6.0NRT,292.9,16.8,N,New South Wales
106,1172,16442,16442,-32.576,150.403,low,1.1,1.1,2020-01-01,1255,T,100,6.0NRT,294.9,42.9,N,New South Wales
107,386,5853,5853,-37.519,148.211,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,307.3,0.0,N,Victoria
108,3063,16231,16231,-35.624,148.22,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,294.8,34.8,N,New South Wales
109,2010,15945,15945,-36.048,149.792,very low,1.0,1.0,2020-01-01,1255,T,70,6.0NRT,285.6,14.1,N,New South Wales
110,3696,8861,8861,-34.28,149.989,moderate,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,308.9,593.1,N,New South Wales
111,1563,13432,13432,-37.666,149.076,very low,1.4,1.2,2019-12-31,1530,A,78,6.0NRT,284.6,18.6,N,Victoria
112,1925,16439,16439,-32.57,150.44,low,1.1,1.1,2020-01-01,1255,T,91,6.0NRT,292.7,18.8,N,New South Wales
113,3673,23622,23622,-36.608,147.915,low,1.3,1.1,2020-01-03,1245,T,88,6.0NRT,292.1,17.4,N,Victoria
114,277,5832,5832,-37.563,147.996,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,280.3,0.0,N,Victoria
115,1610,28576,28576,-35.927,148.304,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,314.5,80.4,D,New South Wales
116,1887,15642,15642,-38.052,141.886,very low,2.0,1.4,2020-01-01,1255,T,13,6.0NRT,286.1,28.8,N,Victoria
117,1994,16196,16196,-35.779,148.03,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,291.4,24.3,N,New South Wales
118,3732,2564,2564,-25.81,127.987,very low,1.0,1.0,2019-12-29,1405,T,62,6.0NRT,278.1,6.7,N,Western Australia
119,4912,3328,3328,-27.821,131.884,high,1.4,1.2,2019-12-30,105,T,95,6.0NRT,315.9,72.4,D,South Australia
120,3454,23671,23671,-36.468,148.098,low,1.3,1.1,2020-01-03,1245,T,76,6.0NRT,293.5,19.1,N,Victoria
121,2011,29601,29601,-32.601,150.786,high,1.2,1.1,2020-01-04,405,A,61,6.0NRT,311.7,22.3,D,New South Wales
122,1164,16700,16700,-32.404,123.408,low,1.0,1.0,2020-01-01,1435,T,43,6.0NRT,295.1,7.6,N,Western Australia
123,86,19114,19114,-32.709,150.944,moderate,1.8,1.3,2020-01-02,415,A,77,6.0NRT,301.0,46.9,D,New South Wales
124,161,24855,24855,-32.616,150.781,moderate,1.4,1.2,2020-01-03,2345,T,82,6.0NRT,309.0,42.6,D,New South Wales
125,4299,9365,9365,-36.238,149.578,low,1.6,1.3,2019-12-30,1445,A,89,6.0NRT,290.4,68.8,N,New South Wales
126,2653,19793,19793,-32.577,121.994,high,1.1,1.0,2020-01-02,555,A,100,6.0NRT,318.7,109.9,D,Western Australia
127,3355,29297,29297,-35.252,147.871,very high,1.0,1.0,2020-01-04,405,A,100,6.0NRT,326.3,95.6,D,New South Wales
128,2501,28825,28825,-35.888,147.522,moderate,1.0,1.0,2020-01-04,400,A,59,6.0NRT,308.7,34.7,D,New South Wales
129,421,34669,17744,-16.046,137.137,moderate,1.9,1.3,2020-01-02,130,T,67,6.0NRT,307.5,34.6,D,Northern Territory
130,4999,1629,1629,-34.27,149.97,very low,1.7,1.3,2019-12-29,1225,T,85,6.0NRT,287.6,31.9,N,New South Wales
131,1838,704,704,-29.456,152.122,moderate,3.4,1.7,2019-12-29,305,A,68,6.0NRT,300.9,108.4,D,New South Wales
132,4614,10467,10467,-32.987,150.792,high,1.1,1.0,2019-12-31,10,T,42,6.0NRT,312.4,17.6,D,New South Wales
133,2838,7385,7385,-36.093,147.761,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,308.7,238.9,N,Victoria
134,136,15130,15130,-37.602,149.12,very low,1.0,1.0,2020-01-01,1255,T,22,6.0NRT,285.4,8.8,N,Victoria
135,1145,655,655,-34.436,118.126,high,1.1,1.1,2019-12-29,200,T,45,6.0NRT,311.8,27.8,D,Western Australia
136,2941,10896,10896,-35.299,150.409,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,313.8,108.5,D,New South Wales
137,2493,5092,5092,-27.786,128.355,very high,1.1,1.0,2019-12-30,525,A,82,6.0NRT,321.8,15.4,D,Western Australia
138,501,32213,32213,-37.146,149.634,very low,1.0,1.0,2020-01-04,1505,A,23,6.0NRT,268.8,12.8,N,New South Wales
139,2956,31673,31673,-34.675,150.362,low,1.0,1.0,2020-01-04,1505,A,0,6.0NRT,293.7,28.4,N,New South Wales
140,3608,26471,26471,-37.068,148.29,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1648.5,D,Victoria
141,3566,14925,14925,-27.964,131.54,very high,1.1,1.0,2020-01-01,510,A,92,6.0NRT,329.1,29.6,D,South Australia
142,2268,16062,16062,-35.952,148.303,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,292.6,30.2,N,New South Wales
143,1967,25864,25864,-37.555,148.615,moderate,1.4,1.2,2020-01-03,2345,T,72,6.0NRT,308.6,42.4,D,Victoria
144,3371,25935,25935,-37.433,147.506,high,1.7,1.3,2020-01-03,2345,T,100,6.0NRT,312.9,309.6,D,Victoria
145,4140,20112,20112,-31.255,121.147,very high,1.1,1.0,2020-01-02,555,A,100,6.0NRT,400.1,835.6,D,Western Australia
146,1299,20830,20830,-36.06,149.785,very low,1.1,1.0,2020-01-02,1515,A,80,6.0NRT,288.3,11.5,N,New South Wales
147,1765,4164,4164,-33.755,150.155,very high,1.1,1.1,2019-12-30,345,A,100,6.0NRT,321.6,243.9,D,New South Wales
148,1514,25118,25118,-35.856,150.103,moderate,1.3,1.1,2020-01-03,2345,T,86,6.0NRT,305.4,47.0,D,New South Wales
149,2778,11362,11362,-14.75,128.212,low,1.0,1.0,2019-12-31,145,T,60,6.0NRT,298.6,6.9,D,Western Australia
150,4301,5122,5122,-26.63,124.084,very high,1.1,1.0,2019-12-30,525,A,100,6.0NRT,400.1,622.4,D,Western Australia
151,1494,4450,4450,-31.401,151.746,moderate,1.0,1.0,2019-12-30,345,A,82,6.0NRT,307.4,31.3,D,New South Wales
152,432,20583,20583,-18.058,144.773,very low,4.8,2.0,2020-01-02,1345,T,79,6.0NRT,288.0,102.0,N,Queensland
153,2637,28467,28467,-35.898,148.698,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,317.1,190.8,D,New South Wales
154,1591,11243,11243,-36.705,140.213,moderate,2.0,1.4,2019-12-31,10,T,84,6.0NRT,304.5,55.6,D,South Australia
155,2429,10406,10406,-32.651,150.807,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,314.0,169.5,D,New South Wales
156,769,885,885,-27.879,131.895,moderate,1.6,1.3,2019-12-29,440,A,62,6.0NRT,305.9,99.3,D,South Australia
157,2975,31629,31629,-34.621,150.368,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,289.1,19.3,N,New South Wales
158,1181,24122,24122,-33.155,150.091,low,1.0,1.0,2020-01-03,1245,T,99,6.0NRT,298.5,14.4,N,New South Wales
159,4922,22496,22496,-35.975,136.701,moderate,1.1,1.0,2020-01-03,500,A,100,6.0NRT,306.5,0.0,D,South Australia
160,824,21673,21673,-38.041,141.855,low,1.5,1.2,2020-01-02,1520,A,58,6.0NRT,291.3,42.6,N,Victoria
161,2021,17300,17300,-32.027,151.41,low,1.0,1.0,2020-01-02,0,T,43,6.0NRT,299.8,14.4,D,New South Wales
162,2918,30666,30666,-36.552,148.017,very low,1.8,1.3,2020-01-04,1325,T,57,6.0NRT,287.6,42.4,N,Victoria
163,4351,3050,3050,-32.688,150.123,moderate,2.9,1.6,2019-12-29,2330,T,46,6.0NRT,302.4,89.9,D,New South Wales
164,4555,3030,3030,-16.524,123.503,very low,1.1,1.0,2019-12-29,1715,A,72,6.0NRT,285.3,7.2,N,Western Australia
165,1084,31351,31351,-32.547,150.21,low,1.1,1.0,2020-01-04,1505,A,88,6.0NRT,299.6,9.6,N,New South Wales
166,894,32282,32282,-37.196,149.834,very low,1.0,1.0,2020-01-04,1505,A,97,6.0NRT,278.9,0.0,N,New South Wales
167,2605,15605,15605,-37.421,148.511,very low,1.0,1.0,2020-01-01,1255,T,53,6.0NRT,286.1,11.8,N,Victoria
168,879,22771,22771,-31.691,133.091,low,1.0,1.0,2020-01-03,500,A,86,6.0NRT,291.3,38.3,D,South Australia
169,4780,12915,12915,-35.236,150.518,very low,1.6,1.2,2019-12-31,1530,A,90,6.0NRT,285.8,43.1,N,New South Wales
170,1393,4371,4371,-31.778,151.807,high,1.0,1.0,2019-12-30,345,A,93,6.0NRT,314.2,48.6,D,New South Wales
171,4540,27220,27220,-36.752,147.916,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,335.9,0.0,D,Victoria
172,4640,13383,13383,-37.566,148.702,very low,1.3,1.1,2019-12-31,1530,A,57,6.0NRT,285.9,33.7,N,Victoria
173,4281,32750,32750,-37.315,149.532,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,289.9,74.4,N,New South Wales
174,4221,32017,32017,-37.095,149.84,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,285.0,0.0,N,New South Wales
175,103,30381,30381,-37.179,149.663,very low,2.2,1.4,2020-01-04,1325,T,90,6.0NRT,273.3,0.0,N,New South Wales
176,4592,34297,374,-25.339,130.181,moderate,2.2,1.4,2019-12-29,200,T,100,6.0NRT,308.1,221.3,D,Northern Territory
177,4122,6223,6223,-37.351,148.491,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,284.2,34.1,N,Victoria
178,2957,17567,17567,-36.68,148.203,low,1.1,1.1,2020-01-02,0,T,55,6.0NRT,293.2,9.4,D,New South Wales
179,1014,10962,10962,-35.646,150.111,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,316.1,0.0,D,New South Wales
180,3106,14356,14356,-35.504,148.036,moderate,2.3,1.5,2020-01-01,330,A,100,6.0NRT,303.4,314.0,D,New South Wales
181,4610,8863,8863,-34.456,150.879,low,1.5,1.2,2019-12-30,1445,A,60,6.0NRT,291.5,11.9,N,New South Wales
182,4746,20434,20434,-35.991,148.318,very low,3.0,1.7,2020-01-02,1340,T,4,6.0NRT,286.9,34.5,N,New South Wales
183,825,1617,1617,-34.332,150.383,low,1.6,1.2,2019-12-29,1225,T,100,6.0NRT,292.1,165.1,N,New South Wales
184,4399,29257,29257,-35.268,147.897,very high,1.0,1.0,2020-01-04,405,A,100,6.0NRT,320.7,69.8,D,New South Wales
185,2799,7007,7007,-36.291,149.735,low,1.3,1.1,2019-12-30,1310,T,49,6.0NRT,297.5,13.0,N,New South Wales
186,1651,878,878,-28.355,129.417,very high,2.4,1.5,2019-12-29,440,A,85,6.0NRT,321.5,153.6,D,South Australia
187,1289,28528,28528,-35.869,148.772,moderate,1.0,1.0,2020-01-04,400,A,89,6.0NRT,301.2,37.9,D,New South Wales
188,2026,4882,4882,-29.036,128.33,high,1.1,1.0,2019-12-30,525,A,66,6.0NRT,318.8,21.8,D,Western Australia
189,202,34498,10151,-24.355,129.131,moderate,1.6,1.2,2019-12-30,1620,A,100,6.0NRT,302.8,66.9,N,Northern Territory
190,2636,28370,28370,-35.737,149.953,very high,1.0,1.0,2020-01-04,400,A,75,6.0NRT,333.5,366.9,D,New South Wales
191,4017,17426,17426,-35.682,148.215,low,1.2,1.1,2020-01-02,0,T,72,6.0NRT,298.3,32.0,D,New South Wales
192,4127,24229,24229,-32.571,150.196,low,1.0,1.0,2020-01-03,1245,T,100,6.0NRT,299.5,16.4,N,New South Wales
193,4975,3643,3643,-37.611,147.593,very high,1.7,1.3,2019-12-30,345,A,100,6.0NRT,343.6,3604.6,D,Victoria
194,2620,24062,24062,-34.46,150.881,low,1.0,1.0,2020-01-03,1245,T,84,6.0NRT,295.0,9.9,N,New South Wales
195,4664,7495,7495,-36.05,147.633,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,318.4,423.9,N,Victoria
196,2712,8778,8778,-33.783,150.056,low,1.7,1.3,2019-12-30,1445,A,68,6.0NRT,296.4,14.4,N,New South Wales
197,685,7809,7809,-36.551,140.147,very low,1.6,1.2,2019-12-30,1310,T,85,6.0NRT,280.9,33.6,N,South Australia
198,4380,17892,17892,-30.937,123.565,moderate,1.4,1.2,2020-01-02,135,T,53,6.0NRT,303.8,24.8,D,Western Australia
199,290,500,500,-28.795,128.768,very high,2.0,1.4,2019-12-29,200,T,87,6.0NRT,323.5,54.5,D,Western Australia
200,3520,1825,1825,-32.163,151.359,moderate,1.3,1.1,2019-12-29,1225,T,100,6.0NRT,303.9,96.6,N,New South Wales
201,1695,10963,10963,-35.648,150.123,moderate,1.1,1.0,2019-12-31,10,T,89,6.0NRT,307.3,50.9,D,New South Wales
202,4327,14619,14619,-32.573,122.362,high,2.5,1.5,2020-01-01,510,A,31,6.0NRT,312.5,42.4,D,Western Australia
203,559,10498,10498,-33.176,150.08,high,1.0,1.0,2019-12-31,10,T,100,6.0NRT,317.4,87.2,D,New South Wales
204,3434,6819,6819,-37.005,148.285,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,296.5,28.8,N,Victoria
205,4777,16878,16878,-32.23,121.352,low,1.1,1.0,2020-01-01,1435,T,61,6.0NRT,295.9,15.9,N,Western Australia
206,2935,22492,22492,-35.967,136.749,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,400.1,0.0,D,South Australia
207,2561,8443,8443,-19.599,144.547,low,1.2,1.1,2019-12-30,1315,T,93,6.0NRT,296.3,16.7,N,Queensland
