,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state
25786,25786,-37.565,149.341,moderate,1.3,1.1,2020-01-03,2345,T,98,6.0NRT,308.0,105.6,D,Victoria
17235,17235,-32.278,123.448,low,3.9,1.8,2020-01-01,1610,A,69,6.0NRT,293.5,60.0,N,Western Australia
33225,33225,-37.44,149.327,very low,1.0,1.0,2020-01-04,1505,A,38,6.0NRT,285.8,5.4,N,Victoria
7190,7190,-36.189,149.5,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,303.1,141.7,N,New South Wales
25865,25865,-37.571,148.698,moderate,1.4,1.2,2020-01-03,2345,T,53,6.0NRT,306.5,14.1,D,Victoria
31049,31049,-29.453,152.553,low,1.0,1.0,2020-01-04,1505,A,82,6.0NRT,294.8,9.0,N,New South Wales
20755,20755,-35.604,148.221,low,1.0,1.0,2020-01-02,1515,A,100,6.0NRT,291.0,20.6,N,New South Wales
8348,8348,-30.732,152.037,low,2.3,1.5,2019-12-30,1310,T,98,6.0NRT,294.1,50.5,N,New South Wales
20722,20722,-35.467,148.098,low,1.0,1.0,2020-01-02,1515,A,79,6.0NRT,291.5,15.5,N,New South Wales
4251,4251,-32.673,150.828,high,1.0,1.0,2019-12-30,345,A,100,6.0NRT,317.2,209.2,D,New South Wales
15613,15613,-37.282,149.297,very low,1.0,1.0,2020-01-01,1255,T,42,6.0NRT,284.8,6.7,N,Victoria
10045,10045,-27.956,131.559,low,1.1,1.0,2019-12-30,1625,A,69,6.0NRT,291.9,8.2,N,South Australia
21755,21755,-35.884,136.617,moderate,1.2,1.1,2020-01-03,45,T,97,6.0NRT,302.3,74.1,D,South Australia
29210,29210,-34.99,150.071,low,1.1,1.0,2020-01-04,405,A,94,6.0NRT,298.6,90.9,D,New South Wales
27592,27592,-36.467,148.111,moderate,1.0,1.0,2020-01-04,400,A,61,6.0NRT,303.9,23.8,D,Victoria
15196,15196,-37.48,149.761,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,291.6,50.4,N,Victoria
17356,17356,-35.202,150.471,low,1.0,1.0,2020-01-02,0,T,84,6.0NRT,296.8,29.8,D,New South Wales
8778,8778,-33.783,150.056,low,1.7,1.3,2019-12-30,1445,A,68,6.0NRT,296.4,14.4,N,New South Wales
11828,11828,-31.63,152.043,moderate,3.5,1.8,2019-12-31,430,A,56,6.0NRT,302.0,108.3,D,New South Wales
29983,29983,-31.43,151.76,low,4.2,1.9,2020-01-04,1330,T,99,6.0NRT,295.6,122.7,N,New South Wales
14185,14185,-18.408,145.189,high,2.2,1.4,2020-01-01,335,A,94,6.0NRT,312.5,124.7,D,Queensland
5598,5598,-37.601,148.15,moderate,1.1,1.0,2019-12-30,1310,T,94,6.0NRT,301.8,0.0,N,Victoria
13953,13953,-32.538,121.981,high,2.5,1.5,2020-01-01,230,T,100,6.0NRT,310.1,606.7,D,Western Australia
4828,4828,-30.686,132.971,high,1.7,1.3,2019-12-30,525,A,100,6.0NRT,314.6,367.8,D,South Australia
24725,24725,-38.019,141.865,low,1.5,1.2,2020-01-03,1600,A,88,6.0NRT,291.6,24.3,N,Victoria
14125,14125,-26.515,150.686,high,1.2,1.1,2020-01-01,335,A,47,6.0NRT,313.9,20.0,D,Queensland
30365,30365,-37.335,149.01,very low,2.0,1.4,2020-01-04,1325,T,100,6.0NRT,289.9,199.2,N,Victoria
32725,32725,-37.331,149.695,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,295.6,0.0,N,New South Wales
2395,2395,-28.774,128.657,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,302.8,15.1,N,Western Australia
10378,10378,-32.581,150.428,high,1.0,1.0,2019-12-31,10,T,94,6.0NRT,313.3,50.9,D,New South Wales
20439,20439,-36.071,147.577,low,2.7,1.6,2020-01-02,1340,T,79,6.0NRT,292.3,44.1,N,Victoria
9998,9998,-37.494,148.625,very low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,287.3,0.0,N,Victoria
28587,28587,-35.686,149.864,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,333.4,463.0,D,New South Wales
6894,6894,-36.565,149.53,moderate,1.2,1.1,2019-12-30,1310,T,100,6.0NRT,309.9,305.6,N,New South Wales
17483,17483,-35.887,148.701,moderate,1.1,1.0,2020-01-02,0,T,73,6.0NRT,302.0,18.9,D,New South Wales
812,812,-29.044,128.207,very high,3.0,1.6,2019-12-29,440,A,100,6.0NRT,324.4,336.3,D,Western Australia
6461,6461,-37.217,148.598,low,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,297.3,29.8,N,Victoria
1396,1396,-30.854,123.621,moderate,3.4,1.7,2019-12-29,620,A,94,6.0NRT,302.7,323.7,D,Western Australia
6875,6875,-36.595,149.598,low,1.2,1.1,2019-12-30,1310,T,100,6.0NRT,297.8,39.3,N,New South Wales
25488,25488,-37.391,149.696,moderate,1.3,1.1,2020-01-03,2345,T,61,6.0NRT,304.0,17.2,D,New South Wales
26072,26072,-37.472,149.77,very low,1.0,1.0,2020-01-04,400,A,89,6.0NRT,275.9,46.8,D,Victoria
26353,26353,-37.139,148.311,low,1.0,1.0,2020-01-04,400,A,88,6.0NRT,299.5,28.9,D,Victoria
14180,14180,-18.438,145.276,high,2.2,1.4,2020-01-01,335,A,100,6.0NRT,317.1,245.2,D,Queensland
32210,32210,-37.141,149.599,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,289.8,325.3,N,New South Wales
8006,8006,-34.858,150.244,low,1.4,1.2,2019-12-30,1310,T,100,6.0NRT,298.2,60.3,N,New South Wales
33642,33642,-33.831,150.383,low,3.9,1.8,2020-01-05,310,A,88,6.0NRT,296.8,355.8,D,New South Wales
10762,10762,-34.874,150.144,high,1.1,1.0,2019-12-31,10,T,62,6.0NRT,319.5,16.0,D,New South Wales
31040,31040,-29.092,150.818,low,1.1,1.0,2020-01-04,1505,A,84,6.0NRT,297.5,9.6,N,New South Wales
2784,2784,-37.468,147.866,low,1.8,1.3,2019-12-29,1540,A,97,6.0NRT,296.1,32.9,N,Victoria
25574,25574,-37.127,147.907,moderate,1.6,1.3,2020-01-03,2345,T,95,6.0NRT,301.4,108.8,D,Victoria
10244,10244,-26.293,150.415,high,1.0,1.0,2019-12-31,10,T,100,6.0NRT,311.6,115.8,D,Queensland
21036,21036,-36.417,148.062,very low,1.0,1.0,2020-01-02,1515,A,82,6.0NRT,289.8,11.3,N,Victoria
16264,16264,-35.248,149.954,very low,1.0,1.0,2020-01-01,1255,T,85,6.0NRT,286.2,13.6,N,New South Wales
29043,29043,-35.489,148.02,moderate,1.0,1.0,2020-01-04,400,A,0,6.0NRT,309.6,43.2,D,New South Wales
9270,9270,-36.133,149.565,low,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,291.7,138.4,N,New South Wales
2276,2276,-28.897,128.97,moderate,1.0,1.0,2019-12-29,1405,T,49,6.0NRT,302.5,7.5,N,Western Australia
22494,22494,-35.971,136.725,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,325.3,0.0,D,South Australia
16650,16650,-32.413,123.592,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,297.9,35.0,N,Western Australia
28745,28745,-35.626,149.843,high,1.0,1.0,2020-01-04,400,A,58,6.0NRT,316.7,18.1,D,New South Wales
20268,20268,-26.017,150.517,low,3.2,1.7,2020-01-02,1205,T,33,6.0NRT,293.4,18.5,N,Queensland
29715,29715,-29.445,152.148,moderate,1.6,1.2,2020-01-04,405,A,54,6.0NRT,308.5,27.5,D,New South Wales
25980,25980,-37.565,147.53,high,1.7,1.3,2020-01-03,2345,T,99,6.0NRT,311.3,148.8,D,Victoria
6471,6471,-37.209,148.583,low,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,296.3,15.8,N,Victoria
26728,26728,-37.107,147.256,moderate,1.1,1.0,2020-01-04,400,A,58,6.0NRT,300.2,10.6,D,Victoria
6286,6286,-37.32,148.594,very high,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,325.5,0.0,N,Victoria
27856,27856,-36.109,149.449,moderate,1.0,1.0,2020-01-04,400,A,20,6.0NRT,304.6,9.0,D,New South Wales
16896,16896,-31.888,121.644,low,1.0,1.0,2020-01-01,1435,T,36,6.0NRT,298.8,9.5,N,Western Australia
31754,31754,-34.727,150.228,low,1.0,1.0,2020-01-04,1505,A,27,6.0NRT,292.6,31.6,N,New South Wales
22875,22875,-37.195,147.093,low,3.7,1.8,2020-01-03,455,A,60,6.0NRT,296.7,88.6,D,Victoria
18082,18082,-19.779,144.438,very high,1.2,1.1,2020-01-02,420,A,100,6.0NRT,327.3,182.5,D,Queensland
31877,31877,-35.838,147.543,low,1.2,1.1,2020-01-04,1505,A,84,6.0NRT,295.0,50.9,N,New South Wales
25572,25572,-37.12,147.868,moderate,1.6,1.3,2020-01-03,2345,T,55,6.0NRT,302.8,31.8,D,Victoria
28735,28735,-35.86,148.33,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,329.4,415.1,D,New South Wales
7326,7326,-35.787,149.97,low,1.3,1.1,2019-12-30,1310,T,54,6.0NRT,294.7,8.2,N,New South Wales
21413,21413,-37.44,148.072,very low,1.0,1.0,2020-01-02,1520,A,59,6.0NRT,286.6,7.6,N,Victoria
3920,3920,-36.676,140.08,very low,4.8,2.0,2019-12-30,345,A,62,6.0NRT,277.0,270.5,D,South Australia
11048,11048,-35.772,150.08,very low,1.1,1.0,2019-12-31,10,T,100,6.0NRT,288.7,0.0,D,New South Wales
28565,28565,-35.874,148.67,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,312.4,376.6,D,New South Wales
10207,10207,-24.436,147.688,high,1.3,1.1,2019-12-31,10,T,62,6.0NRT,312.2,15.1,D,Queensland
16128,16128,-35.817,148.285,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,293.0,29.6,N,New South Wales
32112,32112,-37.103,149.531,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,276.8,247.8,N,New South Wales
30235,30235,-37.218,149.847,very low,2.3,1.5,2020-01-04,1325,T,100,6.0NRT,284.2,0.0,N,New South Wales
5023,5023,-27.817,131.955,high,1.7,1.3,2019-12-30,525,A,77,6.0NRT,312.7,28.7,D,South Australia
11362,11362,-14.75,128.212,low,1.0,1.0,2019-12-31,145,T,60,6.0NRT,298.6,6.9,D,Western Australia
30782,30782,-35.925,147.89,low,1.9,1.3,2020-01-04,1325,T,0,6.0NRT,293.6,53.0,N,New South Wales
22096,22096,-24.05,151.69,moderate,1.5,1.2,2020-01-03,325,A,28,6.0NRT,304.8,30.0,D,Queensland
8706,8706,-32.559,150.242,low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,298.5,42.7,N,New South Wales
18126,18126,-18.527,143.822,moderate,1.2,1.1,2020-01-02,420,A,94,6.0NRT,306.8,74.7,D,Queensland
8548,8548,-24.539,128.479,low,3.8,1.8,2019-12-30,1450,T,50,6.0NRT,293.8,39.6,N,Western Australia
10422,10422,-32.691,150.893,high,1.1,1.0,2019-12-31,10,T,92,6.0NRT,312.7,52.1,D,New South Wales
2678,2678,-32.689,150.127,low,2.1,1.4,2019-12-29,1540,A,92,6.0NRT,296.3,42.5,N,New South Wales
24631,24631,-36.881,146.678,low,2.9,1.6,2020-01-03,1600,A,48,6.0NRT,292.9,29.9,N,Victoria
24761,24761,-21.997,116.205,low,1.0,1.0,2020-01-03,1735,A,73,6.0NRT,295.7,5.9,N,Western Australia
502,502,-28.752,128.546,high,1.9,1.3,2019-12-29,200,T,100,6.0NRT,316.6,170.8,D,Western Australia
29602,29602,-32.603,150.774,high,1.2,1.1,2020-01-04,405,A,99,6.0NRT,314.6,83.1,D,New South Wales
13567,13567,-41.655,148.014,very low,1.4,1.2,2019-12-31,1530,A,90,6.0NRT,284.4,25.6,N,Tasmania
33709,33709,-25.43,149.21,high,3.9,1.8,2020-01-05,310,A,86,6.0NRT,312.1,218.8,D,Queensland
22670,22670,-35.838,136.796,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,330.5,328.9,D,South Australia
14425,14425,-34.337,150.349,moderate,1.6,1.2,2020-01-01,330,A,100,6.0NRT,303.9,308.9,D,New South Wales
2862,2862,-37.689,149.357,low,2.2,1.4,2019-12-29,1540,A,100,6.0NRT,297.9,177.9,N,Victoria
7138,7138,-36.224,149.598,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,303.0,30.4,N,New South Wales
13716,13716,-19.844,144.586,high,1.3,1.1,2020-01-01,50,T,57,6.0NRT,313.6,19.1,D,Queensland
5634,5634,-37.592,148.147,moderate,1.1,1.0,2019-12-30,1310,T,98,6.0NRT,301.2,10.7,N,Victoria
5993,5993,-37.487,148.133,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,312.9,0.0,N,Victoria
7007,7007,-36.291,149.735,low,1.3,1.1,2019-12-30,1310,T,49,6.0NRT,297.5,13.0,N,New South Wales
5043,5043,-27.814,131.861,high,1.7,1.3,2019-12-30,525,A,95,6.0NRT,317.8,83.5,D,South Australia
29147,29147,-35.406,148.087,high,1.0,1.0,2020-01-04,400,A,81,6.0NRT,313.3,37.9,D,New South Wales
24644,24644,-37.03,147.381,low,3.2,1.7,2020-01-03,1600,A,100,6.0NRT,291.0,110.2,N,Victoria
14289,14289,-35.927,147.53,moderate,2.5,1.5,2020-01-01,330,A,100,6.0NRT,305.9,700.9,D,New South Wales
23380,23380,-37.096,148.088,low,1.3,1.1,2020-01-03,1245,T,100,6.0NRT,297.1,78.5,N,Victoria
11043,11043,-35.765,150.021,moderate,1.1,1.0,2019-12-31,10,T,100,6.0NRT,301.0,0.0,D,New South Wales
28049,28049,-35.961,149.647,high,1.0,1.0,2020-01-04,400,A,93,6.0NRT,316.6,46.6,D,New South Wales
5606,5606,-37.617,148.054,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,293.6,140.5,N,Victoria
17272,17272,-32.53,121.943,low,4.8,2.0,2020-01-01,1615,A,65,6.0NRT,293.6,135.4,N,Western Australia
25695,25695,-37.062,147.114,moderate,1.8,1.3,2020-01-03,2345,T,82,6.0NRT,304.4,68.8,D,Victoria
2549,2549,-27.754,128.127,moderate,1.0,1.0,2019-12-29,1405,T,80,6.0NRT,300.3,8.2,N,Western Australia
26299,26299,-37.175,148.372,low,1.0,1.0,2020-01-04,400,A,94,6.0NRT,299.0,48.7,D,Victoria
27968,27968,-35.984,149.73,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,327.4,617.3,D,New South Wales
6425,6425,-37.342,148.039,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,299.7,21.7,N,Victoria
13840,13840,-41.564,147.98,very low,3.7,1.8,2020-01-01,55,T,99,6.0NRT,286.9,515.3,D,Tasmania
14964,14964,-25.096,128.902,high,1.0,1.0,2020-01-01,515,A,92,6.0NRT,315.8,32.8,D,Western Australia
28008,28008,-35.98,149.635,moderate,1.0,1.0,2020-01-04,400,A,93,6.0NRT,309.6,45.3,D,New South Wales
13049,13049,-35.896,148.353,very low,1.2,1.1,2019-12-31,1530,A,100,6.0NRT,288.2,35.9,N,New South Wales
23174,23174,-37.479,149.432,low,1.1,1.1,2020-01-03,1245,T,79,6.0NRT,293.6,10.5,N,Victoria
13586,13586,-28.455,128.507,low,1.9,1.3,2019-12-31,1705,A,30,6.0NRT,291.7,13.4,N,Western Australia
14626,14626,-32.501,123.426,moderate,2.1,1.4,2020-01-01,510,A,62,6.0NRT,302.5,69.3,D,Western Australia
8409,8409,-24.431,147.663,low,1.6,1.2,2019-12-30,1310,T,50,6.0NRT,295.6,14.1,N,Queensland
14675,14675,-32.333,123.58,moderate,2.0,1.4,2020-01-01,510,A,86,6.0NRT,306.9,111.2,D,Western Australia
23601,23601,-36.675,147.881,very high,1.3,1.1,2020-01-03,1245,T,100,6.0NRT,327.2,885.2,N,Victoria
23490,23490,-37.012,147.324,low,1.4,1.2,2020-01-03,1245,T,100,6.0NRT,295.6,82.5,N,Victoria
1202,1202,-32.476,123.399,high,3.0,1.6,2019-12-29,620,A,97,6.0NRT,316.6,281.3,D,Western Australia
26204,26204,-37.385,149.542,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,322.7,1703.3,D,Victoria
14148,14148,-24.917,149.474,high,1.4,1.2,2020-01-01,335,A,84,6.0NRT,310.0,45.6,D,Queensland
3812,3812,-37.067,148.185,high,1.5,1.2,2019-12-30,345,A,100,6.0NRT,312.2,465.5,D,Victoria
11841,11841,-31.524,151.277,moderate,3.2,1.7,2019-12-31,430,A,68,6.0NRT,306.0,106.6,D,New South Wales
14207,14207,-16.361,144.09,moderate,2.5,1.5,2020-01-01,335,A,74,6.0NRT,300.1,124.1,D,Queensland
30685,30685,-36.498,147.701,very low,1.8,1.3,2020-01-04,1325,T,20,6.0NRT,281.6,19.4,N,Victoria
9535,9535,-36.071,147.642,very low,2.2,1.4,2019-12-30,1445,A,88,6.0NRT,273.1,84.7,N,Victoria
3883,3883,-36.126,149.471,very high,1.3,1.1,2019-12-30,345,A,100,6.0NRT,326.1,1364.7,D,New South Wales
26587,26587,-37.09,147.859,moderate,1.0,1.0,2020-01-04,400,A,77,6.0NRT,308.3,17.5,D,Victoria
11791,11791,-32.569,150.278,moderate,2.6,1.5,2019-12-31,430,A,38,6.0NRT,306.6,64.1,D,New South Wales
6918,6918,-36.513,149.536,moderate,1.2,1.1,2019-12-30,1310,T,100,6.0NRT,301.4,73.2,N,New South Wales
17031,17031,-35.255,147.876,low,3.4,1.7,2020-01-01,1435,A,52,6.0NRT,291.1,36.2,N,New South Wales
7385,7385,-36.093,147.761,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,308.7,238.9,N,Victoria
4160,4160,-33.763,150.169,high,1.1,1.1,2019-12-30,345,A,100,6.0NRT,317.9,302.4,D,New South Wales
9900,9900,-37.407,148.536,moderate,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,308.9,0.0,N,Victoria
11067,11067,-35.788,150.053,moderate,1.1,1.0,2019-12-31,10,T,100,6.0NRT,300.8,0.0,D,New South Wales
14664,14664,-32.369,123.606,moderate,2.0,1.4,2020-01-01,510,A,70,6.0NRT,303.8,71.9,D,Western Australia
6075,6075,-37.451,148.174,moderate,1.1,1.0,2019-12-30,1310,T,97,6.0NRT,303.6,0.0,N,Victoria
6272,6272,-37.396,148.16,moderate,1.1,1.0,2019-12-30,1310,T,98,6.0NRT,300.1,11.6,N,Victoria
6934,6934,-36.396,149.616,low,1.3,1.1,2019-12-30,1310,T,69,6.0NRT,298.5,10.6,N,New South Wales
33802,33802,-35.912,136.599,very high,1.0,1.0,2020-01-05,445,A,100,6.0NRT,321.2,337.9,D,South Australia
5600,5600,-37.605,148.126,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,300.1,0.0,N,Victoria
6412,6412,-37.355,148.017,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,302.0,45.5,N,Victoria
12666,12666,-28.116,129.701,low,1.2,1.1,2019-12-31,1355,T,68,6.0NRT,293.7,8.6,N,South Australia
21855,21855,-32.732,150.091,moderate,2.7,1.6,2020-01-03,40,T,72,6.0NRT,301.7,82.7,D,New South Wales
18627,18627,-36.255,150.013,low,1.3,1.1,2020-01-02,415,A,91,6.0NRT,297.6,66.2,D,New South Wales
15969,15969,-36.292,147.757,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,292.9,31.6,N,Victoria
26259,26259,-37.451,148.51,low,1.0,1.0,2020-01-04,400,A,79,6.0NRT,293.6,28.4,D,Victoria
10564,10564,-33.83,150.025,high,1.0,1.0,2019-12-31,10,T,100,6.0NRT,311.7,124.4,D,New South Wales
34750,22090,-24.458,129.165,moderate,4.0,1.9,2020-01-03,220,T,87,6.0NRT,300.5,189.1,D,Northern Territory
17837,17837,-31.11,132.714,very high,1.5,1.2,2020-01-02,135,T,100,6.0NRT,329.0,268.1,D,South Australia
25211,25211,-35.748,148.304,moderate,1.6,1.3,2020-01-03,2345,T,28,6.0NRT,303.1,34.7,D,New South Wales
27809,27809,-36.117,149.52,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,310.6,94.7,D,New South Wales
13161,13161,-36.332,147.834,very low,1.2,1.1,2019-12-31,1530,A,67,6.0NRT,288.9,10.0,N,Victoria
31471,31471,-33.849,150.454,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,287.8,24.4,N,New South Wales
18761,18761,-36.065,148.455,high,1.1,1.1,2020-01-02,415,A,100,6.0NRT,312.6,187.0,D,New South Wales
5663,5663,-37.563,148.266,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,359.3,0.0,N,Victoria
7625,7625,-35.977,147.634,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,304.5,73.1,N,Victoria
28703,28703,-35.904,148.144,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,333.9,198.5,D,New South Wales
5860,5860,-37.552,148.006,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,275.3,27.4,N,Victoria
7096,7096,-36.254,149.597,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,305.4,55.1,N,New South Wales
10769,10769,-34.881,150.131,high,1.1,1.0,2019-12-31,10,T,58,6.0NRT,316.6,35.3,D,New South Wales
22051,22051,-35.863,136.729,moderate,1.2,1.1,2020-01-03,40,T,71,6.0NRT,309.8,39.0,D,South Australia
22263,22263,-35.067,150.521,low,2.5,1.5,2020-01-03,320,A,38,6.0NRT,297.8,58.8,D,New South Wales
23272,23272,-37.365,149.106,low,1.2,1.1,2020-01-03,1245,T,91,6.0NRT,295.9,16.6,N,Victoria
10306,10306,-31.516,151.309,moderate,1.1,1.0,2019-12-31,10,T,97,6.0NRT,308.6,69.8,D,New South Wales
16563,16563,-19.537,144.561,low,1.0,1.0,2020-01-01,1300,T,43,6.0NRT,291.1,4.5,N,Queensland
34377,3264,-16.973,137.724,moderate,1.0,1.0,2019-12-30,100,T,84,6.0NRT,308.0,26.5,D,Northern Territory
11127,11127,-35.816,148.089,high,1.0,1.0,2019-12-31,10,T,100,6.0NRT,313.7,0.0,D,New South Wales
1800,1800,-32.572,150.606,moderate,1.5,1.2,2019-12-29,1225,T,100,6.0NRT,300.0,40.1,N,New South Wales
18160,18160,-17.694,144.857,high,1.4,1.2,2020-01-02,420,A,62,6.0NRT,318.8,26.3,D,Queensland
7058,7058,-36.274,149.665,very high,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,330.4,649.8,N,New South Wales
1804,1804,-32.589,150.444,low,1.5,1.2,2019-12-29,1225,T,100,6.0NRT,298.1,31.3,N,New South Wales
7268,7268,-36.109,149.606,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,302.7,22.3,N,New South Wales
19708,19708,-32.372,123.533,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,321.3,89.4,D,Western Australia
23009,23009,-37.73,149.017,low,1.2,1.1,2020-01-03,1245,T,100,6.0NRT,292.4,30.3,N,Victoria
14135,14135,-26.003,150.473,high,1.2,1.1,2020-01-01,335,A,72,6.0NRT,314.2,19.3,D,Queensland
34504,10157,-24.36,129.098,moderate,1.6,1.2,2019-12-30,1620,A,100,6.0NRT,305.1,176.8,N,Northern Territory
9204,9204,-36.04,149.933,high,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,319.3,656.1,N,New South Wales
28842,28842,-35.879,147.52,high,1.0,1.0,2020-01-04,400,A,94,6.0NRT,315.6,69.6,D,New South Wales
11560,11560,-36.051,147.809,high,1.5,1.2,2019-12-31,425,A,100,6.0NRT,311.5,1405.9,D,Victoria
23638,23638,-36.567,147.932,low,1.3,1.1,2020-01-03,1245,T,91,6.0NRT,293.0,20.3,N,Victoria
30840,30840,-35.827,147.573,low,1.8,1.3,2020-01-04,1325,T,100,6.0NRT,292.1,181.3,N,New South Wales
21258,21258,-37.347,148.789,very low,1.0,1.0,2020-01-02,1520,A,28,6.0NRT,287.0,6.9,N,Victoria
31073,31073,-30.437,151.329,low,1.0,1.0,2020-01-04,1505,A,83,6.0NRT,294.1,9.6,N,New South Wales
15890,15890,-36.479,148.077,very low,1.0,1.0,2020-01-01,1255,T,27,6.0NRT,289.5,17.1,N,Victoria
32747,32747,-37.275,149.279,very low,1.0,1.0,2020-01-04,1505,A,0,6.0NRT,289.4,23.6,N,Victoria
23686,23686,-36.469,147.714,low,1.3,1.1,2020-01-03,1245,T,87,6.0NRT,292.4,17.0,N,Victoria
29669,29669,-32.028,151.375,high,1.3,1.1,2020-01-04,405,A,100,6.0NRT,318.1,137.1,D,New South Wales
5809,5809,-37.498,148.396,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,312.1,0.0,N,Victoria
6851,6851,-36.63,149.628,low,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,298.3,43.8,N,New South Wales
4651,4651,-32.049,135.787,very high,2.4,1.5,2019-12-30,525,A,100,6.0NRT,324.0,1227.2,D,South Australia
21550,21550,-37.724,149.275,low,1.1,1.0,2020-01-02,1520,A,100,6.0NRT,291.0,32.4,N,Victoria
27109,27109,-36.943,146.729,very high,1.1,1.0,2020-01-04,400,A,94,6.0NRT,337.0,1960.2,D,Victoria
22204,22204,-35.98,149.652,low,2.9,1.6,2020-01-03,320,A,98,6.0NRT,298.9,334.8,D,New South Wales
16543,16543,-24.586,146.707,low,1.0,1.0,2020-01-01,1300,T,51,6.0NRT,298.2,6.7,N,Queensland
31245,31245,-32.263,152.016,low,1.0,1.0,2020-01-04,1505,A,77,6.0NRT,299.1,6.6,N,New South Wales
5081,5081,-27.869,128.468,high,1.1,1.0,2019-12-30,525,A,66,6.0NRT,314.9,17.5,D,Western Australia
677,677,-31.395,151.923,moderate,3.7,1.8,2019-12-29,300,A,79,6.0NRT,305.2,103.6,D,New South Wales
21499,21499,-37.643,148.949,very low,1.0,1.0,2020-01-02,1520,A,100,6.0NRT,288.6,26.8,N,Victoria
28522,28522,-35.703,149.88,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,320.0,70.0,D,New South Wales
34600,12001,-14.867,134.281,moderate,1.2,1.1,2019-12-31,435,A,87,6.0NRT,309.9,48.9,D,Northern Territory
20047,20047,-30.902,123.781,very high,1.4,1.2,2020-01-02,555,A,61,6.0NRT,320.7,19.8,D,Western Australia
4396,4396,-31.651,151.131,moderate,1.0,1.0,2019-12-30,345,A,76,6.0NRT,307.7,28.3,D,New South Wales
25066,25066,-35.306,150.046,high,1.3,1.1,2020-01-03,2345,T,87,6.0NRT,314.2,48.5,D,New South Wales
33969,33969,-29.373,152.214,low,1.0,1.0,2020-01-05,1235,T,6,6.0NRT,290.7,5.7,N,New South Wales
8900,8900,-34.924,150.234,low,1.6,1.2,2019-12-30,1445,A,8,6.0NRT,295.0,9.7,N,New South Wales
33866,33866,-32.57,122.004,high,3.0,1.6,2020-01-05,625,A,82,6.0NRT,317.0,91.7,D,Western Australia
33219,33219,-37.444,149.41,very low,1.0,1.0,2020-01-04,1505,A,55,6.0NRT,288.9,11.2,N,Victoria
7009,7009,-36.296,149.708,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,300.3,70.4,N,New South Wales
14905,14905,-28.449,129.421,very high,1.0,1.0,2020-01-01,510,A,92,6.0NRT,325.4,29.0,D,South Australia
20951,20951,-36.07,147.573,low,1.0,1.0,2020-01-02,1515,A,55,6.0NRT,290.8,6.0,N,Victoria
30666,30666,-36.552,148.017,very low,1.8,1.3,2020-01-04,1325,T,57,6.0NRT,287.6,42.4,N,Victoria
18488,18488,-37.611,147.546,low,1.0,1.0,2020-01-02,415,A,79,6.0NRT,298.3,31.5,D,Victoria
